disease,symptom_1,symptom_2,symptom_3,symptom_4,symptom_5,symptom_6,symptom_set,possible_diseases,differentiating_factor
Chicken Pox,Itching,Skin Rash,Fatigue,Lethargy,High Fever,Headache,Skin Rash +  High Fever,"Impetigo, Common Cold, Hepatitis E",Oxygen Saturation
Dengue,Skin Rash,Chills,Joint Pain,Vomiting,Fatigue,High Fever,Skin Rash +  Joint Pain,"Psoriasis, Hypertension , Jaundice",Cbc Test
Typhoid,Chills,Vomiting,Fatigue,High Fever,Headache,Nausea,Headache +  Nausea,"(Vertigo) Paroymsal  Positional Vertigo, Pneumonia, Hypoglycemia",Pcr Confirmation
Hepatitis A,Joint Pain,Vomiting,Yellowish Skin,Dark Urine,Nausea,Loss Of Appetite,Skin Rash +  High Fever,"Impetigo, Gastroenteritis, Pneumonia",Pcr Confirmation
Hepatitis B,Itching,Fatigue,Lethargy,Yellowish Skin,Dark Urine,Loss Of Appetite,Joint Pain +  Vomiting,"Hepatitis E, Arthritis, Varicose Veins",Cbc Test
Hepatitis C,Fatigue,Yellowish Skin,Nausea,Loss Of Appetite,Yellowing Of Eyes,Family History,Joint Pain +  Vomiting,"Hepatitis D, Hypothyroidism, Common Cold",Pcr Confirmation
Hepatitis D,Joint Pain,Vomiting,Fatigue,Yellowish Skin,Dark Urine,Nausea,Itching +  Skin Rash,"Fungal Infection, Drug Reaction, Psoriasis",Platelet Count
Hepatitis E,Joint Pain,Vomiting,Fatigue,High Fever,Yellowish Skin,Dark Urine,Skin Rash +  Pus Filled Pimples,"Acne, Chronic Cholestasis, Diabetes",Pcr Confirmation
Alcoholic Hepatitis,Vomiting,Yellowish Skin,Abdominal Pain,Swelling Of Stomach,Distention Of Abdomen,History Of Alcohol Consumption,Itching +  Vomiting,"Chronic Cholestasis, Hypoglycemia, Dengue",Oxygen Saturation
Tuberculosis,Chills,Vomiting,Fatigue,Weight Loss,Cough,High Fever,Itching +  Fatigue,"Hepatitis B, Drug Reaction, Migraine",Platelet Count
Common Cold,Continuous Sneezing,Chills,Fatigue,Cough,High Fever,Headache,Skin Rash +  Blister,"Impetigo, Hepatitis E",Breathlessness
Pneumonia,Chills,Fatigue,Cough,High Fever,Breathlessness,Sweating,Skin Rash +  Pus Filled Pimples,"Acne, (Vertigo) Paroymsal  Positional Vertigo, Cervical Spondylosis",Symptom Duration
Dimorphic Hemmorhoids(Piles),Constipation,Pain During Bowel Movements,Pain In Anal Region,Bloody Stool,Irritation In Anus,Nausea,Chills +  Vomiting,"Malaria, Jaundice, Typhoid",Symptom Duration
Heart Attack,Vomiting,Breathlessness,Sweating,Chest Pain,Headache,Nausea,Burning Micturition +  Bladder Discomfort,"Urinary Tract Infection, Dengue, Peptic Ulcer Diseae",Breathlessness
Varicose Veins,Fatigue,Cramps,Bruising,Obesity,Swollen Legs,Swollen Blood Vessels,Skin Rash +  High Fever,"Impetigo, Osteoarthristis, Hepatitis E",Platelet Count
Hypothyroidism,Fatigue,Weight Gain,Cold Hands And Feets,Mood Swings,Lethargy,Dizziness,Joint Pain +  Vomiting,"Hepatitis E, Typhoid, Bronchial Asthma",Chest Pain Pattern
Hyperthyroidism,Fatigue,Mood Swings,Weight Loss,Restlessness,Sweating,Diarrhoea,Chills +  Fatigue,"Pneumonia, Tuberculosis, Hepatitis D",Cbc Test
Hypoglycemia,Vomiting,Fatigue,Anxiety,Sweating,Headache,Nausea,Vomiting +  Headache,"Paralysis (Brain Hemorrhage), Dimorphic Hemmorhoids(Piles), Pneumonia",Inflammatory Markers
Osteoarthristis,Joint Pain,Neck Pain,Knee Pain,Hip Joint Pain,Swelling Joints,Painful Walking,Itching +  Lethargy,"Hepatitis B, Cervical Spondylosis, Typhoid",Rash Pattern
Arthritis,Muscle Weakness,Stiff Neck,Swelling Joints,Movement Stiffness,Painful Walking,Nausea,Vomiting +  Dehydration,"Gastroenteritis, Impetigo",Pcr Confirmation
(Vertigo) Paroymsal  Positional Vertigo,Vomiting,Headache,Nausea,Spinning Movements,Loss Of Balance,Unsteadiness,Continuous Sneezing +  Chills,"Common Cold, Varicose Veins, Impetigo",Pcr Confirmation
Acne,Skin Rash,Pus Filled Pimples,Blackheads,Scurring,Headache,Nausea,Back Pain +  Weakness In Limbs,"Cervical Spondylosis, Urinary Tract Infection, Migraine",Breathlessness
Urinary Tract Infection,Burning Micturition,Bladder Discomfort,Foul Smell Of Urine,Continuous Feel Of Urine,Headache,Nausea,Fatigue +  Cough,"Bronchial Asthma, Hyperthyroidism, Psoriasis",Oxygen Saturation
Psoriasis,Skin Rash,Joint Pain,Skin Peeling,Silver Like Dusting,Small Dents In Nails,Inflammatory Nails,Joint Pain +  Vomiting,"Hepatitis A, Urinary Tract Infection, Heart Attack",Pcr Confirmation
Impetigo,Skin Rash,High Fever,Blister,Red Sore Around Nose,Yellow Crust Ooze,Nausea,Vomiting +  Sunken Eyes,"Gastroenteritis, Hepatitis B, Chicken Pox",Pcr Confirmation
Fungal Infection,Itching,Skin Rash,Nodal Skin Eruptions,Dischromic  Patches,Headache,Nausea,Vomiting +  Headache,"(Vertigo) Paroymsal  Positional Vertigo, Bronchial Asthma, Chicken Pox",Platelet Count
Allergy,Continuous Sneezing,Shivering,Chills,Watering From Eyes,Headache,Nausea,Skin Rash +  Joint Pain,"Psoriasis, Hepatitis B, Hepatitis A",Breathlessness
Gerd,Stomach Pain,Acidity,Ulcers On Tongue,Vomiting,Cough,Chest Pain,Chills +  Vomiting,"Typhoid, Alcoholic Hepatitis, (Vertigo) Paroymsal  Positional Vertigo",Platelet Count
Chronic Cholestasis,Itching,Vomiting,Yellowish Skin,Nausea,Loss Of Appetite,Abdominal Pain,Chills +  Vomiting,"Typhoid, Psoriasis, Fungal Infection",Oxygen Saturation
Drug Reaction,Itching,Skin Rash,Stomach Pain,Burning Micturition,Spotting  Urination,Nausea,Vomiting +  Yellowish Skin,"Alcoholic Hepatitis, Diabetes , Drug Reaction",Breathlessness
Peptic Ulcer Diseae,Vomiting,Indigestion,Loss Of Appetite,Abdominal Pain,Passage Of Gases,Internal Itching,Vomiting +  Headache,"Paralysis (Brain Hemorrhage), Chronic Cholestasis, Gerd",Oxygen Saturation
Aids,Muscle Wasting,Patches In Throat,High Fever,Extra Marital Contacts,Headache,Nausea,Fatigue +  Cramps,"Varicose Veins, Hepatitis A, Impetigo",Chest Pain Pattern
Diabetes,Fatigue,Weight Loss,Restlessness,Lethargy,Irregular Sugar Level,Blurred And Distorted Vision,Joint Pain +  Vomiting,"Hepatitis D, Hyperthyroidism, Migraine",Pcr Confirmation
Gastroenteritis,Vomiting,Sunken Eyes,Dehydration,Diarrhoea,Headache,Nausea,Muscle Weakness +  Stiff Neck,"Arthritis, Hypothyroidism, Malaria",Oxygen Saturation
Bronchial Asthma,Fatigue,Cough,High Fever,Breathlessness,Family History,Mucoid Sputum,Vomiting +  Breathlessness,"Heart Attack, Hepatitis D, Pneumonia",Symptom Duration
Hypertension,Headache,Chest Pain,Dizziness,Loss Of Balance,Lack Of Concentration,Nausea,Fatigue +  Weight Gain,"Hypothyroidism, Typhoid, Gerd",Pcr Confirmation
Migraine,Acidity,Indigestion,Headache,Blurred And Distorted Vision,Excessive Hunger,Stiff Neck,Vomiting +  Indigestion,"Peptic Ulcer Diseae, Pneumonia, Bronchial Asthma",Rash Pattern
Cervical Spondylosis,Back Pain,Weakness In Limbs,Neck Pain,Dizziness,Loss Of Balance,Nausea,Muscle Wasting +  High Fever,"Aids, Common Cold, Hepatitis E",Travel History
Paralysis (Brain Hemorrhage),Vomiting,Headache,Weakness Of One Body Side,Altered Sensorium,Headache,Nausea,Itching +  Vomiting,"Chronic Cholestasis, Impetigo, Hepatitis B",Cbc Test
Jaundice,Itching,Vomiting,Fatigue,Weight Loss,High Fever,Yellowish Skin,Fatigue +  Mood Swings,"Hyperthyroidism, Bronchial Asthma, Psoriasis",Cbc Test
Malaria,Chills,Vomiting,High Fever,Sweating,Headache,Nausea,Itching +  Skin Rash,"Chicken Pox, Psoriasis, Dimorphic Hemmorhoids(Piles)",Chest Pain Pattern
Chicken Pox,Itching,Skin Rash,Fatigue,Lethargy,High Fever,Headache,Acidity +  Indigestion,"Migraine, Paralysis (Brain Hemorrhage), Diabetes",Cbc Test
Dengue,Skin Rash,Chills,Joint Pain,Vomiting,Fatigue,High Fever,Vomiting +  Sunken Eyes,"Gastroenteritis, Hypertension , Tuberculosis",Breathlessness
Typhoid,Chills,Vomiting,Fatigue,High Fever,Headache,Nausea,Chills +  Vomiting,"Typhoid, Hypoglycemia, Common Cold",Symptom Duration
Hepatitis A,Joint Pain,Vomiting,Yellowish Skin,Dark Urine,Nausea,Loss Of Appetite,Skin Rash +  Chills,"Dengue, Urinary Tract Infection, Alcoholic Hepatitis",Pcr Confirmation
Hepatitis B,Itching,Fatigue,Lethargy,Yellowish Skin,Dark Urine,Loss Of Appetite,Stiff Neck +  Swelling Joints,"Arthritis, Urinary Tract Infection, Hypertension",Cbc Test
Hepatitis C,Fatigue,Yellowish Skin,Nausea,Loss Of Appetite,Yellowing Of Eyes,Family History,Muscle Wasting +  Patches In Throat,"Aids, Hepatitis C, Gerd",Rash Pattern
Hepatitis D,Joint Pain,Vomiting,Fatigue,Yellowish Skin,Dark Urine,Nausea,Fatigue +  Yellowish Skin,"Hepatitis C, Cervical Spondylosis, Tuberculosis",Pcr Confirmation
Hepatitis E,Joint Pain,Vomiting,Fatigue,High Fever,Yellowish Skin,Dark Urine,Vomiting +  High Fever,"Malaria, Aids, Hepatitis B",Platelet Count
Alcoholic Hepatitis,Vomiting,Yellowish Skin,Abdominal Pain,Swelling Of Stomach,Distention Of Abdomen,History Of Alcohol Consumption,Itching +  Fatigue,"Hepatitis B, Migraine, Cervical Spondylosis",Pcr Confirmation
Tuberculosis,Chills,Vomiting,Fatigue,Weight Loss,Cough,High Fever,Chills +  Fatigue,"Pneumonia, Varicose Veins, Hypertension",Cbc Test
Common Cold,Continuous Sneezing,Chills,Fatigue,Cough,High Fever,Headache,Chills +  Vomiting,"Tuberculosis, Urinary Tract Infection, Impetigo",Platelet Count
Pneumonia,Chills,Fatigue,Cough,High Fever,Breathlessness,Sweating,Itching +  Skin Rash,"Chicken Pox, Dengue, Varicose Veins",Pcr Confirmation
Dimorphic Hemmorhoids(Piles),Constipation,Pain During Bowel Movements,Pain In Anal Region,Bloody Stool,Irritation In Anus,Nausea,Back Pain +  Neck Pain,"Cervical Spondylosis, Drug Reaction, Hypothyroidism",Cbc Test
Heart Attack,Vomiting,Breathlessness,Sweating,Chest Pain,Headache,Nausea,Itching +  Fatigue,"Hepatitis B, Bronchial Asthma, Pneumonia",Oxygen Saturation
Varicose Veins,Fatigue,Cramps,Bruising,Obesity,Swollen Legs,Swollen Blood Vessels,Joint Pain +  Vomiting,"Hepatitis D, Hyperthyroidism, Alcoholic Hepatitis",Platelet Count
Hypothyroidism,Fatigue,Weight Gain,Cold Hands And Feets,Mood Swings,Lethargy,Dizziness,Itching +  Skin Rash,"Fungal Infection, Diabetes , Allergy",Rash Pattern
Hyperthyroidism,Fatigue,Mood Swings,Weight Loss,Restlessness,Sweating,Diarrhoea,Weight Gain +  Cold Hands And Feets,"Hypothyroidism, Tuberculosis, Gerd",Cbc Test
Hypoglycemia,Vomiting,Fatigue,Anxiety,Sweating,Headache,Nausea,Chills +  Fatigue,"Pneumonia, Hyperthyroidism, Impetigo",Breathlessness
Osteoarthristis,Joint Pain,Neck Pain,Knee Pain,Hip Joint Pain,Swelling Joints,Painful Walking,Itching +  Skin Rash,"Chicken Pox, Psoriasis, Chronic Cholestasis",Pcr Confirmation
Arthritis,Muscle Weakness,Stiff Neck,Swelling Joints,Movement Stiffness,Painful Walking,Nausea,Chills +  Vomiting,"Tuberculosis, Cervical Spondylosis, Alcoholic Hepatitis",Rash Pattern
(Vertigo) Paroymsal  Positional Vertigo,Vomiting,Headache,Nausea,Spinning Movements,Loss Of Balance,Unsteadiness,Constipation +  Pain During Bowel Movements,"Dimorphic Hemmorhoids(Piles), Pneumonia, Hypertension",Inflammatory Markers
Acne,Skin Rash,Pus Filled Pimples,Blackheads,Scurring,Headache,Nausea,Itching +  Vomiting,"Jaundice, Impetigo, Hepatitis D",Symptom Duration
Urinary Tract Infection,Burning Micturition,Bladder Discomfort,Foul Smell Of Urine,Continuous Feel Of Urine,Headache,Nausea,Fatigue +  Weight Loss,"Diabetes , Hypertension , Aids",Oxygen Saturation
Psoriasis,Skin Rash,Joint Pain,Skin Peeling,Silver Like Dusting,Small Dents In Nails,Inflammatory Nails,Itching +  Vomiting,"Jaundice, Urinary Tract Infection, Impetigo",Platelet Count
Impetigo,Skin Rash,High Fever,Blister,Red Sore Around Nose,Yellow Crust Ooze,Nausea,Fatigue +  Weight Loss,"Diabetes , Allergy, Dengue",Oxygen Saturation
Fungal Infection,Itching,Skin Rash,Nodal Skin Eruptions,Dischromic  Patches,Headache,Nausea,Indigestion +  Headache,"Migraine, Dimorphic Hemmorhoids(Piles), Dengue",Oxygen Saturation
Allergy,Continuous Sneezing,Shivering,Chills,Watering From Eyes,Headache,Nausea,Constipation +  Pain During Bowel Movements,"Dimorphic Hemmorhoids(Piles), Gerd, Impetigo",Cbc Test
Gerd,Stomach Pain,Acidity,Ulcers On Tongue,Vomiting,Cough,Chest Pain,Vomiting +  Indigestion,"Peptic Ulcer Diseae, Heart Attack, Varicose Veins",Breathlessness
Chronic Cholestasis,Itching,Vomiting,Yellowish Skin,Nausea,Loss Of Appetite,Abdominal Pain,Muscle Wasting +  High Fever,"Aids, Paralysis (Brain Hemorrhage), Alcoholic Hepatitis",Rash Pattern
Drug Reaction,Itching,Skin Rash,Stomach Pain,Burning Micturition,Spotting  Urination,Nausea,Vomiting +  Yellowish Skin,"Alcoholic Hepatitis, Paralysis (Brain Hemorrhage), Peptic Ulcer Diseae",Rash Pattern
Peptic Ulcer Diseae,Vomiting,Indigestion,Loss Of Appetite,Abdominal Pain,Passage Of Gases,Internal Itching,Headache +  Chest Pain,"Hypertension , Migraine, Urinary Tract Infection",Platelet Count
Aids,Muscle Wasting,Patches In Throat,High Fever,Extra Marital Contacts,Headache,Nausea,Weakness In Limbs +  Neck Pain,"Cervical Spondylosis, Allergy, Aids",Breathlessness
Diabetes,Fatigue,Weight Loss,Restlessness,Lethargy,Irregular Sugar Level,Blurred And Distorted Vision,Fatigue +  Yellowish Skin,"Hepatitis C, Hepatitis E, Hypertension",Pcr Confirmation
Gastroenteritis,Vomiting,Sunken Eyes,Dehydration,Diarrhoea,Headache,Nausea,Chills +  Vomiting,"Typhoid, Hypoglycemia, Malaria",Cbc Test
Bronchial Asthma,Fatigue,Cough,High Fever,Breathlessness,Family History,Mucoid Sputum,Itching +  Skin Rash,"Chicken Pox, Dimorphic Hemmorhoids(Piles), Aids",Oxygen Saturation
Hypertension,Headache,Chest Pain,Dizziness,Loss Of Balance,Lack Of Concentration,Nausea,Chills +  Vomiting,"Typhoid, Jaundice, Impetigo",Cbc Test
Migraine,Acidity,Indigestion,Headache,Blurred And Distorted Vision,Excessive Hunger,Stiff Neck,Acidity +  Indigestion,"Migraine, Hypothyroidism, Hyperthyroidism",Pcr Confirmation
Cervical Spondylosis,Back Pain,Weakness In Limbs,Neck Pain,Dizziness,Loss Of Balance,Nausea,Joint Pain +  Neck Pain,"Osteoarthristis, Hepatitis B, Jaundice",Oxygen Saturation
Paralysis (Brain Hemorrhage),Vomiting,Headache,Weakness Of One Body Side,Altered Sensorium,Headache,Nausea,Joint Pain +  Vomiting,"Hepatitis D, Hepatitis E, Hepatitis C",Oxygen Saturation
Jaundice,Itching,Vomiting,Fatigue,Weight Loss,High Fever,Yellowish Skin,Itching +  Skin Rash,"Fungal Infection, Malaria, Heart Attack",Cbc Test
Malaria,Chills,Vomiting,High Fever,Sweating,Headache,Nausea,Muscle Wasting +  Patches In Throat,"Aids, Typhoid, (Vertigo) Paroymsal  Positional Vertigo",Cbc Test
Chicken Pox,Itching,Skin Rash,Fatigue,Lethargy,High Fever,Headache,Continuous Sneezing +  Chills,"Common Cold, Paralysis (Brain Hemorrhage), Alcoholic Hepatitis",Pcr Confirmation
Dengue,Skin Rash,Chills,Joint Pain,Vomiting,Fatigue,High Fever,Skin Rash +  High Fever,"Impetigo, Jaundice, Peptic Ulcer Diseae",Breathlessness
Hepatitis A,Joint Pain,Vomiting,Yellowish Skin,Dark Urine,Nausea,Loss Of Appetite,Vomiting +  Headache,"Paralysis (Brain Hemorrhage), (Vertigo) Paroymsal  Positional Vertigo, Hypothyroidism",Platelet Count
Hepatitis B,Itching,Fatigue,Lethargy,Yellowish Skin,Dark Urine,Loss Of Appetite,Fatigue +  Weight Loss,"Diabetes , Psoriasis, Hyperthyroidism",Rash Pattern
Hepatitis C,Fatigue,Yellowish Skin,Nausea,Loss Of Appetite,Yellowing Of Eyes,Family History,Vomiting +  Breathlessness,"Heart Attack, Gastroenteritis, Psoriasis",Breathlessness
Hepatitis D,Joint Pain,Vomiting,Fatigue,Yellowish Skin,Dark Urine,Nausea,Joint Pain +  Neck Pain,"Osteoarthristis, Dengue, Gastroenteritis",Platelet Count
Hepatitis E,Joint Pain,Vomiting,Fatigue,High Fever,Yellowish Skin,Dark Urine,Muscle Weakness +  Swelling Joints,"Arthritis, Allergy, Urinary Tract Infection",Symptom Duration
Alcoholic Hepatitis,Vomiting,Yellowish Skin,Abdominal Pain,Swelling Of Stomach,Distention Of Abdomen,History Of Alcohol Consumption,Vomiting +  Headache,"Paralysis (Brain Hemorrhage), Arthritis, Hepatitis B",Chest Pain Pattern
Tuberculosis,Chills,Vomiting,Fatigue,Weight Loss,Cough,High Fever,Skin Rash +  Stomach Pain,"Drug Reaction, Jaundice, Allergy",Rash Pattern
Common Cold,Continuous Sneezing,Chills,Fatigue,Cough,High Fever,Headache,Joint Pain +  Vomiting,"Hepatitis E, Pneumonia, Heart Attack",Rash Pattern
Pneumonia,Chills,Fatigue,Cough,High Fever,Breathlessness,Sweating,Acidity +  Indigestion,"Migraine, Urinary Tract Infection, Typhoid",Oxygen Saturation
Dimorphic Hemmorhoids(Piles),Constipation,Pain During Bowel Movements,Pain In Anal Region,Bloody Stool,Irritation In Anus,Nausea,Joint Pain +  Vomiting,"Hepatitis D, Impetigo, Psoriasis",Rash Pattern
Heart Attack,Vomiting,Breathlessness,Sweating,Chest Pain,Headache,Nausea,Skin Rash +  Pus Filled Pimples,"Acne, Hepatitis C, Drug Reaction",Travel History
Varicose Veins,Fatigue,Cramps,Bruising,Obesity,Swollen Legs,Swollen Blood Vessels,Stomach Pain +  Acidity,"Gerd, Acne, Hypoglycemia",Oxygen Saturation
Hypothyroidism,Fatigue,Weight Gain,Cold Hands And Feets,Mood Swings,Lethargy,Dizziness,Chills +  Fatigue,"Pneumonia, Urinary Tract Infection, Dengue",Platelet Count
Hyperthyroidism,Fatigue,Mood Swings,Weight Loss,Restlessness,Sweating,Diarrhoea,Itching +  Lethargy,"Hepatitis B, Cervical Spondylosis, Typhoid",Oxygen Saturation
Hypoglycemia,Vomiting,Fatigue,Anxiety,Sweating,Headache,Nausea,Chills +  Vomiting,"Tuberculosis, Malaria, Hypertension",Travel History
Osteoarthristis,Joint Pain,Neck Pain,Knee Pain,Hip Joint Pain,Swelling Joints,Painful Walking,Cough +  High Fever,"Bronchial Asthma, Peptic Ulcer Diseae",Chest Pain Pattern
Arthritis,Muscle Weakness,Stiff Neck,Swelling Joints,Movement Stiffness,Painful Walking,Nausea,Itching +  Fatigue,"Hepatitis B, Hepatitis D, Peptic Ulcer Diseae",Inflammatory Markers
(Vertigo) Paroymsal  Positional Vertigo,Vomiting,Headache,Nausea,Spinning Movements,Loss Of Balance,Unsteadiness,Vomiting +  Fatigue,"Jaundice, Hypoglycemia, Paralysis (Brain Hemorrhage)",Breathlessness
Acne,Skin Rash,Pus Filled Pimples,Blackheads,Scurring,Headache,Nausea,Itching +  Fatigue,"Hepatitis B, Dengue, Pneumonia",Cbc Test
Urinary Tract Infection,Burning Micturition,Bladder Discomfort,Foul Smell Of Urine,Continuous Feel Of Urine,Headache,Nausea,Itching +  Vomiting,"Chronic Cholestasis, Impetigo, Hepatitis B",Pcr Confirmation
Psoriasis,Skin Rash,Joint Pain,Skin Peeling,Silver Like Dusting,Small Dents In Nails,Inflammatory Nails,Fatigue +  Mood Swings,"Hyperthyroidism, Aids, Peptic Ulcer Diseae",Breathlessness
Impetigo,Skin Rash,High Fever,Blister,Red Sore Around Nose,Yellow Crust Ooze,Nausea,Joint Pain +  Vomiting,"Hepatitis D, Alcoholic Hepatitis, Gastroenteritis",Platelet Count
Fungal Infection,Itching,Skin Rash,Nodal Skin Eruptions,Dischromic  Patches,Headache,Nausea,Muscle Weakness +  Stiff Neck,"Arthritis, Psoriasis, Osteoarthristis",Oxygen Saturation
Allergy,Continuous Sneezing,Shivering,Chills,Watering From Eyes,Headache,Nausea,Acidity +  Indigestion,"Migraine, Fungal Infection, Typhoid",Oxygen Saturation
Gerd,Stomach Pain,Acidity,Ulcers On Tongue,Vomiting,Cough,Chest Pain,Joint Pain +  Vomiting,"Hepatitis A, Hypoglycemia, Hyperthyroidism",Breathlessness
Chronic Cholestasis,Itching,Vomiting,Yellowish Skin,Nausea,Loss Of Appetite,Abdominal Pain,Vomiting +  Fatigue,"Hypoglycemia, Varicose Veins, Hepatitis D",Platelet Count
Drug Reaction,Itching,Skin Rash,Stomach Pain,Burning Micturition,Spotting  Urination,Nausea,Itching +  Vomiting,"Chronic Cholestasis, Hypoglycemia, Malaria",Platelet Count
Peptic Ulcer Diseae,Vomiting,Indigestion,Loss Of Appetite,Abdominal Pain,Passage Of Gases,Internal Itching,Skin Rash +  Pus Filled Pimples,"Acne, Tuberculosis, Psoriasis",Oxygen Saturation
Aids,Muscle Wasting,Patches In Throat,High Fever,Extra Marital Contacts,Headache,Nausea,Continuous Sneezing +  Chills,"Common Cold, Hepatitis A, Hypothyroidism",Platelet Count
Diabetes,Fatigue,Weight Loss,Restlessness,Lethargy,Irregular Sugar Level,Blurred And Distorted Vision,Muscle Wasting +  Patches In Throat,"Aids, Arthritis, Urinary Tract Infection",Platelet Count
Gastroenteritis,Vomiting,Sunken Eyes,Dehydration,Diarrhoea,Headache,Nausea,Joint Pain +  Vomiting,"Hepatitis D, Hypertension , Hyperthyroidism",Rash Pattern
Bronchial Asthma,Fatigue,Cough,High Fever,Breathlessness,Family History,Mucoid Sputum,Joint Pain +  Fatigue,"Hepatitis E, Allergy, Psoriasis",Rash Pattern
Hypertension,Headache,Chest Pain,Dizziness,Loss Of Balance,Lack Of Concentration,Nausea,Continuous Sneezing +  Shivering,"Allergy, Malaria, Alcoholic Hepatitis",Inflammatory Markers
Migraine,Acidity,Indigestion,Headache,Blurred And Distorted Vision,Excessive Hunger,Stiff Neck,Skin Rash +  Chills,"Dengue, Hepatitis E, Arthritis",Breathlessness
Cervical Spondylosis,Back Pain,Weakness In Limbs,Neck Pain,Dizziness,Loss Of Balance,Nausea,Continuous Sneezing +  Chills,"Common Cold, Bronchial Asthma, Drug Reaction",Travel History
Paralysis (Brain Hemorrhage),Vomiting,Headache,Weakness Of One Body Side,Altered Sensorium,Headache,Nausea,Continuous Sneezing +  Chills,"Common Cold, Paralysis (Brain Hemorrhage), Peptic Ulcer Diseae",Platelet Count
Malaria,Chills,Vomiting,High Fever,Sweating,Headache,Nausea,Chills +  Vomiting,"Typhoid, (Vertigo) Paroymsal  Positional Vertigo, Impetigo",Platelet Count
