symptom,follow_up_question,question_type,expected_values,priority,clinical_category,emergency_flag
Tremor,Any Associated Symptoms Present (Variant 3925)?,Associated Symptom,Yes/No,Medium,Respiratory,Yes
Tremor,Triggered By Activity (Variant 3926)?,Trigger,Yes/No,High,Cardiac,No
Tremor,Localized Or Widespread (Variant 3927)?,Location,Localized/Diffuse,Low,Neurology,Yes
Tremor,Constant Or Intermittent (Variant 3928)?,Pattern,Constant/Intermittent,Medium,Gi,No
Tremor,Does It Affect Daily Activities (Variant 3929)?,Impact,Yes/No,High,Endocrine,Yes
Tremor,Any Emergency Warning Signs (Variant 3930)?,Emergency Flag,Yes/No,Low,Msk,No
Facial Droop,Since How Many Days (Variant 3931)?,Duration,Numeric,Medium,Dermatology,Yes
Facial Droop,"Mild, Moderate Or Severe (Variant 3932)?",Severity,Mild/Moderate/Severe,High,Emergency,No
Facial Droop,How Frequently Does It Occur (Variant 3933)?,Frequency,Occasional/Frequent,Low,General,Yes
Facial Droop,When Did It Start Worsening (Variant 3934)?,Progression,Numeric,Medium,Respiratory,No
Facial Droop,Any Associated Symptoms Present (Variant 3935)?,Associated Symptom,Yes/No,High,Cardiac,Yes
Facial Droop,Triggered By Activity (Variant 3936)?,Trigger,Yes/No,Low,Neurology,No
Facial Droop,Localized Or Widespread (Variant 3937)?,Location,Localized/Diffuse,Medium,Gi,Yes
Facial Droop,Constant Or Intermittent (Variant 3938)?,Pattern,Constant/Intermittent,High,Endocrine,No
Facial Droop,Does It Affect Daily Activities (Variant 3939)?,Impact,Yes/No,Low,Msk,Yes
Facial Droop,Any Emergency Warning Signs (Variant 3940)?,Emergency Flag,Yes/No,Medium,Dermatology,No
Blurred Vision,Since How Many Days (Variant 3941)?,Duration,Numeric,High,Emergency,Yes
Blurred Vision,"Mild, Moderate Or Severe (Variant 3942)?",Severity,Mild/Moderate/Severe,Low,General,No
Blurred Vision,How Frequently Does It Occur (Variant 3943)?,Frequency,Occasional/Frequent,Medium,Respiratory,Yes
Blurred Vision,When Did It Start Worsening (Variant 3944)?,Progression,Numeric,High,Cardiac,No
Blurred Vision,Any Associated Symptoms Present (Variant 3945)?,Associated Symptom,Yes/No,Low,Neurology,Yes
Blurred Vision,Triggered By Activity (Variant 3946)?,Trigger,Yes/No,Medium,Gi,No
Blurred Vision,Localized Or Widespread (Variant 3947)?,Location,Localized/Diffuse,High,Endocrine,Yes
Blurred Vision,Constant Or Intermittent (Variant 3948)?,Pattern,Constant/Intermittent,Low,Msk,No
Blurred Vision,Does It Affect Daily Activities (Variant 3949)?,Impact,Yes/No,Medium,Dermatology,Yes
Blurred Vision,Any Emergency Warning Signs (Variant 3950)?,Emergency Flag,Yes/No,High,Emergency,No
Frequent Urination,Since How Many Days (Variant 3951)?,Duration,Numeric,Low,General,Yes
Frequent Urination,"Mild, Moderate Or Severe (Variant 3952)?",Severity,Mild/Moderate/Severe,Medium,Respiratory,No
Frequent Urination,How Frequently Does It Occur (Variant 3953)?,Frequency,Occasional/Frequent,High,Cardiac,Yes
Frequent Urination,When Did It Start Worsening (Variant 3954)?,Progression,Numeric,Low,Neurology,No
Frequent Urination,Any Associated Symptoms Present (Variant 3955)?,Associated Symptom,Yes/No,Medium,Gi,Yes
Frequent Urination,Triggered By Activity (Variant 3956)?,Trigger,Yes/No,High,Endocrine,No
Frequent Urination,Localized Or Widespread (Variant 3957)?,Location,Localized/Diffuse,Low,Msk,Yes
Frequent Urination,Constant Or Intermittent (Variant 3958)?,Pattern,Constant/Intermittent,Medium,Dermatology,No
Frequent Urination,Does It Affect Daily Activities (Variant 3959)?,Impact,Yes/No,High,Emergency,Yes
Frequent Urination,Any Emergency Warning Signs (Variant 3960)?,Emergency Flag,Yes/No,Low,General,No
Excess Thirst,Since How Many Days (Variant 3961)?,Duration,Numeric,Medium,Respiratory,Yes
Excess Thirst,"Mild, Moderate Or Severe (Variant 3962)?",Severity,Mild/Moderate/Severe,High,Cardiac,No
Excess Thirst,How Frequently Does It Occur (Variant 3963)?,Frequency,Occasional/Frequent,Low,Neurology,Yes
Excess Thirst,When Did It Start Worsening (Variant 3964)?,Progression,Numeric,Medium,Gi,No
Excess Thirst,Any Associated Symptoms Present (Variant 3965)?,Associated Symptom,Yes/No,High,Endocrine,Yes
Excess Thirst,Triggered By Activity (Variant 3966)?,Trigger,Yes/No,Low,Msk,No
Excess Thirst,Localized Or Widespread (Variant 3967)?,Location,Localized/Diffuse,Medium,Dermatology,Yes
Excess Thirst,Constant Or Intermittent (Variant 3968)?,Pattern,Constant/Intermittent,High,Emergency,No
Excess Thirst,Does It Affect Daily Activities (Variant 3969)?,Impact,Yes/No,Low,General,Yes
Excess Thirst,Any Emergency Warning Signs (Variant 3970)?,Emergency Flag,Yes/No,Medium,Respiratory,No
Heat Intolerance,Since How Many Days (Variant 3971)?,Duration,Numeric,High,Cardiac,Yes
Heat Intolerance,"Mild, Moderate Or Severe (Variant 3972)?",Severity,Mild/Moderate/Severe,Low,Neurology,No
Heat Intolerance,How Frequently Does It Occur (Variant 3973)?,Frequency,Occasional/Frequent,Medium,Gi,Yes
Heat Intolerance,When Did It Start Worsening (Variant 3974)?,Progression,Numeric,High,Endocrine,No
Heat Intolerance,Any Associated Symptoms Present (Variant 3975)?,Associated Symptom,Yes/No,Low,Msk,Yes
Heat Intolerance,Triggered By Activity (Variant 3976)?,Trigger,Yes/No,Medium,Dermatology,No
Heat Intolerance,Localized Or Widespread (Variant 3977)?,Location,Localized/Diffuse,High,Emergency,Yes
Heat Intolerance,Constant Or Intermittent (Variant 3978)?,Pattern,Constant/Intermittent,Low,General,No
Heat Intolerance,Does It Affect Daily Activities (Variant 3979)?,Impact,Yes/No,Medium,Respiratory,Yes
Heat Intolerance,Any Emergency Warning Signs (Variant 3980)?,Emergency Flag,Yes/No,High,Cardiac,No
Cold Intolerance,Since How Many Days (Variant 3981)?,Duration,Numeric,Low,Neurology,Yes
Cold Intolerance,"Mild, Moderate Or Severe (Variant 3982)?",Severity,Mild/Moderate/Severe,Medium,Gi,No
Cold Intolerance,How Frequently Does It Occur (Variant 3983)?,Frequency,Occasional/Frequent,High,Endocrine,Yes
Cold Intolerance,When Did It Start Worsening (Variant 3984)?,Progression,Numeric,Low,Msk,No
Cold Intolerance,Any Associated Symptoms Present (Variant 3985)?,Associated Symptom,Yes/No,Medium,Dermatology,Yes
Cold Intolerance,Triggered By Activity (Variant 3986)?,Trigger,Yes/No,High,Emergency,No
Cold Intolerance,Localized Or Widespread (Variant 3987)?,Location,Localized/Diffuse,Low,General,Yes
Cold Intolerance,Constant Or Intermittent (Variant 3988)?,Pattern,Constant/Intermittent,Medium,Respiratory,No
Cold Intolerance,Does It Affect Daily Activities (Variant 3989)?,Impact,Yes/No,High,Cardiac,Yes
Cold Intolerance,Any Emergency Warning Signs (Variant 3990)?,Emergency Flag,Yes/No,Low,Neurology,No
Rash,Since How Many Days (Variant 3991)?,Duration,Numeric,Medium,Gi,Yes
Rash,"Mild, Moderate Or Severe (Variant 3992)?",Severity,Mild/Moderate/Severe,High,Endocrine,No
Rash,How Frequently Does It Occur (Variant 3993)?,Frequency,Occasional/Frequent,Low,Msk,Yes
Rash,When Did It Start Worsening (Variant 3994)?,Progression,Numeric,Medium,Dermatology,No
Rash,Any Associated Symptoms Present (Variant 3995)?,Associated Symptom,Yes/No,High,Emergency,Yes
Rash,Triggered By Activity (Variant 3996)?,Trigger,Yes/No,Low,General,No
Rash,Localized Or Widespread (Variant 3997)?,Location,Localized/Diffuse,Medium,Respiratory,Yes
Rash,Constant Or Intermittent (Variant 3998)?,Pattern,Constant/Intermittent,High,Cardiac,No
Rash,Does It Affect Daily Activities (Variant 3999)?,Impact,Yes/No,Low,Neurology,Yes
Rash,Any Emergency Warning Signs (Variant 4000)?,Emergency Flag,Yes/No,Medium,Gi,No
Itching,Since How Many Days (Variant 4001)?,Duration,Numeric,High,Endocrine,Yes
Itching,"Mild, Moderate Or Severe (Variant 4002)?",Severity,Mild/Moderate/Severe,Low,Msk,No
Itching,How Frequently Does It Occur (Variant 4003)?,Frequency,Occasional/Frequent,Medium,Dermatology,Yes
Itching,When Did It Start Worsening (Variant 4004)?,Progression,Numeric,High,Emergency,No
Itching,Any Associated Symptoms Present (Variant 4005)?,Associated Symptom,Yes/No,Low,General,Yes
Itching,Triggered By Activity (Variant 4006)?,Trigger,Yes/No,Medium,Respiratory,No
Itching,Localized Or Widespread (Variant 4007)?,Location,Localized/Diffuse,High,Cardiac,Yes
Itching,Constant Or Intermittent (Variant 4008)?,Pattern,Constant/Intermittent,Low,Neurology,No
Itching,Does It Affect Daily Activities (Variant 4009)?,Impact,Yes/No,Medium,Gi,Yes
Itching,Any Emergency Warning Signs (Variant 4010)?,Emergency Flag,Yes/No,High,Endocrine,No
Skin Lesions,Since How Many Days (Variant 4011)?,Duration,Numeric,Low,Msk,Yes
Skin Lesions,"Mild, Moderate Or Severe (Variant 4012)?",Severity,Mild/Moderate/Severe,Medium,Dermatology,No
Skin Lesions,How Frequently Does It Occur (Variant 4013)?,Frequency,Occasional/Frequent,High,Emergency,Yes
Skin Lesions,When Did It Start Worsening (Variant 4014)?,Progression,Numeric,Low,General,No
Skin Lesions,Any Associated Symptoms Present (Variant 4015)?,Associated Symptom,Yes/No,Medium,Respiratory,Yes
Skin Lesions,Triggered By Activity (Variant 4016)?,Trigger,Yes/No,High,Cardiac,No
Skin Lesions,Localized Or Widespread (Variant 4017)?,Location,Localized/Diffuse,Low,Neurology,Yes
Skin Lesions,Constant Or Intermittent (Variant 4018)?,Pattern,Constant/Intermittent,Medium,Gi,No
Skin Lesions,Does It Affect Daily Activities (Variant 4019)?,Impact,Yes/No,High,Endocrine,Yes
Skin Lesions,Any Emergency Warning Signs (Variant 4020)?,Emergency Flag,Yes/No,Low,Msk,No
Hair Loss,Since How Many Days (Variant 4021)?,Duration,Numeric,Medium,Dermatology,Yes
Hair Loss,"Mild, Moderate Or Severe (Variant 4022)?",Severity,Mild/Moderate/Severe,High,Emergency,No
Hair Loss,How Frequently Does It Occur (Variant 4023)?,Frequency,Occasional/Frequent,Low,General,Yes
Hair Loss,When Did It Start Worsening (Variant 4024)?,Progression,Numeric,Medium,Respiratory,No
Hair Loss,Any Associated Symptoms Present (Variant 4025)?,Associated Symptom,Yes/No,High,Cardiac,Yes
Hair Loss,Triggered By Activity (Variant 4026)?,Trigger,Yes/No,Low,Neurology,No
Hair Loss,Localized Or Widespread (Variant 4027)?,Location,Localized/Diffuse,Medium,Gi,Yes
Hair Loss,Constant Or Intermittent (Variant 4028)?,Pattern,Constant/Intermittent,High,Endocrine,No
Hair Loss,Does It Affect Daily Activities (Variant 4029)?,Impact,Yes/No,Low,Msk,Yes
Hair Loss,Any Emergency Warning Signs (Variant 4030)?,Emergency Flag,Yes/No,Medium,Dermatology,No
Insomnia,Since How Many Days (Variant 4031)?,Duration,Numeric,High,Emergency,Yes
Insomnia,"Mild, Moderate Or Severe (Variant 4032)?",Severity,Mild/Moderate/Severe,Low,General,No
Insomnia,How Frequently Does It Occur (Variant 4033)?,Frequency,Occasional/Frequent,Medium,Respiratory,Yes
Insomnia,When Did It Start Worsening (Variant 4034)?,Progression,Numeric,High,Cardiac,No
Insomnia,Any Associated Symptoms Present (Variant 4035)?,Associated Symptom,Yes/No,Low,Neurology,Yes
Insomnia,Triggered By Activity (Variant 4036)?,Trigger,Yes/No,Medium,Gi,No
Insomnia,Localized Or Widespread (Variant 4037)?,Location,Localized/Diffuse,High,Endocrine,Yes
Insomnia,Constant Or Intermittent (Variant 4038)?,Pattern,Constant/Intermittent,Low,Msk,No
Insomnia,Does It Affect Daily Activities (Variant 4039)?,Impact,Yes/No,Medium,Dermatology,Yes
Insomnia,Any Emergency Warning Signs (Variant 4040)?,Emergency Flag,Yes/No,High,Emergency,No
Anxiety,Since How Many Days (Variant 4041)?,Duration,Numeric,Low,General,Yes
Anxiety,"Mild, Moderate Or Severe (Variant 4042)?",Severity,Mild/Moderate/Severe,Medium,Respiratory,No
Anxiety,How Frequently Does It Occur (Variant 4043)?,Frequency,Occasional/Frequent,High,Cardiac,Yes
Anxiety,When Did It Start Worsening (Variant 4044)?,Progression,Numeric,Low,Neurology,No
Anxiety,Any Associated Symptoms Present (Variant 4045)?,Associated Symptom,Yes/No,Medium,Gi,Yes
Anxiety,Triggered By Activity (Variant 4046)?,Trigger,Yes/No,High,Endocrine,No
Anxiety,Localized Or Widespread (Variant 4047)?,Location,Localized/Diffuse,Low,Msk,Yes
Anxiety,Constant Or Intermittent (Variant 4048)?,Pattern,Constant/Intermittent,Medium,Dermatology,No
Anxiety,Does It Affect Daily Activities (Variant 4049)?,Impact,Yes/No,High,Emergency,Yes
Anxiety,Any Emergency Warning Signs (Variant 4050)?,Emergency Flag,Yes/No,Low,General,No
Depressed Mood,Since How Many Days (Variant 4051)?,Duration,Numeric,Medium,Respiratory,Yes
Depressed Mood,"Mild, Moderate Or Severe (Variant 4052)?",Severity,Mild/Moderate/Severe,High,Cardiac,No
Depressed Mood,How Frequently Does It Occur (Variant 4053)?,Frequency,Occasional/Frequent,Low,Neurology,Yes
Depressed Mood,When Did It Start Worsening (Variant 4054)?,Progression,Numeric,Medium,Gi,No
Depressed Mood,Any Associated Symptoms Present (Variant 4055)?,Associated Symptom,Yes/No,High,Endocrine,Yes
Depressed Mood,Triggered By Activity (Variant 4056)?,Trigger,Yes/No,Low,Msk,No
Depressed Mood,Localized Or Widespread (Variant 4057)?,Location,Localized/Diffuse,Medium,Dermatology,Yes
Depressed Mood,Constant Or Intermittent (Variant 4058)?,Pattern,Constant/Intermittent,High,Emergency,No
Depressed Mood,Does It Affect Daily Activities (Variant 4059)?,Impact,Yes/No,Low,General,Yes
Depressed Mood,Any Emergency Warning Signs (Variant 4060)?,Emergency Flag,Yes/No,Medium,Respiratory,No
Irritability,Since How Many Days (Variant 4061)?,Duration,Numeric,High,Cardiac,Yes
Irritability,"Mild, Moderate Or Severe (Variant 4062)?",Severity,Mild/Moderate/Severe,Low,Neurology,No
Irritability,How Frequently Does It Occur (Variant 4063)?,Frequency,Occasional/Frequent,Medium,Gi,Yes
Irritability,When Did It Start Worsening (Variant 4064)?,Progression,Numeric,High,Endocrine,No
Irritability,Any Associated Symptoms Present (Variant 4065)?,Associated Symptom,Yes/No,Low,Msk,Yes
Irritability,Triggered By Activity (Variant 4066)?,Trigger,Yes/No,Medium,Dermatology,No
Irritability,Localized Or Widespread (Variant 4067)?,Location,Localized/Diffuse,High,Emergency,Yes
Irritability,Constant Or Intermittent (Variant 4068)?,Pattern,Constant/Intermittent,Low,General,No
Irritability,Does It Affect Daily Activities (Variant 4069)?,Impact,Yes/No,Medium,Respiratory,Yes
Irritability,Any Emergency Warning Signs (Variant 4070)?,Emergency Flag,Yes/No,High,Cardiac,No
Ear Pain,Since How Many Days (Variant 4071)?,Duration,Numeric,Low,Neurology,Yes
Ear Pain,"Mild, Moderate Or Severe (Variant 4072)?",Severity,Mild/Moderate/Severe,Medium,Gi,No
Ear Pain,How Frequently Does It Occur (Variant 4073)?,Frequency,Occasional/Frequent,High,Endocrine,Yes
Ear Pain,When Did It Start Worsening (Variant 4074)?,Progression,Numeric,Low,Msk,No
Ear Pain,Any Associated Symptoms Present (Variant 4075)?,Associated Symptom,Yes/No,Medium,Dermatology,Yes
Ear Pain,Triggered By Activity (Variant 4076)?,Trigger,Yes/No,High,Emergency,No
Ear Pain,Localized Or Widespread (Variant 4077)?,Location,Localized/Diffuse,Low,General,Yes
Ear Pain,Constant Or Intermittent (Variant 4078)?,Pattern,Constant/Intermittent,Medium,Respiratory,No
Ear Pain,Does It Affect Daily Activities (Variant 4079)?,Impact,Yes/No,High,Cardiac,Yes
Ear Pain,Any Emergency Warning Signs (Variant 4080)?,Emergency Flag,Yes/No,Low,Neurology,No
Hearing Loss,Since How Many Days (Variant 4081)?,Duration,Numeric,Medium,Gi,Yes
Hearing Loss,"Mild, Moderate Or Severe (Variant 4082)?",Severity,Mild/Moderate/Severe,High,Endocrine,No
Hearing Loss,How Frequently Does It Occur (Variant 4083)?,Frequency,Occasional/Frequent,Low,Msk,Yes
Hearing Loss,When Did It Start Worsening (Variant 4084)?,Progression,Numeric,Medium,Dermatology,No
Hearing Loss,Any Associated Symptoms Present (Variant 4085)?,Associated Symptom,Yes/No,High,Emergency,Yes
Hearing Loss,Triggered By Activity (Variant 4086)?,Trigger,Yes/No,Low,General,No
Hearing Loss,Localized Or Widespread (Variant 4087)?,Location,Localized/Diffuse,Medium,Respiratory,Yes
Hearing Loss,Constant Or Intermittent (Variant 4088)?,Pattern,Constant/Intermittent,High,Cardiac,No
Hearing Loss,Does It Affect Daily Activities (Variant 4089)?,Impact,Yes/No,Low,Neurology,Yes
Hearing Loss,Any Emergency Warning Signs (Variant 4090)?,Emergency Flag,Yes/No,Medium,Gi,No
Neck Pain,Since How Many Days (Variant 4091)?,Duration,Numeric,High,Endocrine,Yes
Neck Pain,"Mild, Moderate Or Severe (Variant 4092)?",Severity,Mild/Moderate/Severe,Low,Msk,No
Neck Pain,How Frequently Does It Occur (Variant 4093)?,Frequency,Occasional/Frequent,Medium,Dermatology,Yes
Neck Pain,When Did It Start Worsening (Variant 4094)?,Progression,Numeric,High,Emergency,No
Neck Pain,Any Associated Symptoms Present (Variant 4095)?,Associated Symptom,Yes/No,Low,General,Yes
Neck Pain,Triggered By Activity (Variant 4096)?,Trigger,Yes/No,Medium,Respiratory,No
Neck Pain,Localized Or Widespread (Variant 4097)?,Location,Localized/Diffuse,High,Cardiac,Yes
Neck Pain,Constant Or Intermittent (Variant 4098)?,Pattern,Constant/Intermittent,Low,Neurology,No
Neck Pain,Does It Affect Daily Activities (Variant 4099)?,Impact,Yes/No,Medium,Gi,Yes
Neck Pain,Any Emergency Warning Signs (Variant 4100)?,Emergency Flag,Yes/No,High,Endocrine,No
Pelvic Pain,Since How Many Days (Variant 4101)?,Duration,Numeric,Low,Msk,Yes
Pelvic Pain,"Mild, Moderate Or Severe (Variant 4102)?",Severity,Mild/Moderate/Severe,Medium,Dermatology,No
Pelvic Pain,How Frequently Does It Occur (Variant 4103)?,Frequency,Occasional/Frequent,High,Emergency,Yes
Pelvic Pain,When Did It Start Worsening (Variant 4104)?,Progression,Numeric,Low,General,No
Pelvic Pain,Any Associated Symptoms Present (Variant 4105)?,Associated Symptom,Yes/No,Medium,Respiratory,Yes
Pelvic Pain,Triggered By Activity (Variant 4106)?,Trigger,Yes/No,High,Cardiac,No
Pelvic Pain,Localized Or Widespread (Variant 4107)?,Location,Localized/Diffuse,Low,Neurology,Yes
Pelvic Pain,Constant Or Intermittent (Variant 4108)?,Pattern,Constant/Intermittent,Medium,Gi,No
Pelvic Pain,Does It Affect Daily Activities (Variant 4109)?,Impact,Yes/No,High,Endocrine,Yes
Pelvic Pain,Any Emergency Warning Signs (Variant 4110)?,Emergency Flag,Yes/No,Low,Msk,No
Menstrual Irregularity,Since How Many Days (Variant 4111)?,Duration,Numeric,Medium,Dermatology,Yes
Menstrual Irregularity,"Mild, Moderate Or Severe (Variant 4112)?",Severity,Mild/Moderate/Severe,High,Emergency,No
Menstrual Irregularity,How Frequently Does It Occur (Variant 4113)?,Frequency,Occasional/Frequent,Low,General,Yes
Menstrual Irregularity,When Did It Start Worsening (Variant 4114)?,Progression,Numeric,Medium,Respiratory,No
Menstrual Irregularity,Any Associated Symptoms Present (Variant 4115)?,Associated Symptom,Yes/No,High,Cardiac,Yes
Menstrual Irregularity,Triggered By Activity (Variant 4116)?,Trigger,Yes/No,Low,Neurology,No
Menstrual Irregularity,Localized Or Widespread (Variant 4117)?,Location,Localized/Diffuse,Medium,Gi,Yes
Menstrual Irregularity,Constant Or Intermittent (Variant 4118)?,Pattern,Constant/Intermittent,High,Endocrine,No
Menstrual Irregularity,Does It Affect Daily Activities (Variant 4119)?,Impact,Yes/No,Low,Msk,Yes
Menstrual Irregularity,Any Emergency Warning Signs (Variant 4120)?,Emergency Flag,Yes/No,Medium,Dermatology,No
Burning Urination,Since How Many Days (Variant 4121)?,Duration,Numeric,High,Emergency,Yes
Burning Urination,"Mild, Moderate Or Severe (Variant 4122)?",Severity,Mild/Moderate/Severe,Low,General,No
