disease,description,cause,category,severity,disease_progression,common_complications,prevalence,primary_management
Congenital Musculoskeletal Infection 598,Congenital Musculoskeletal Infection 598 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Unknown,Gi,Moderate,Progressive Condition Needing Monitoring,Inflammation Complications,Rare,Lifestyle
Inflammatory Musculoskeletal Infection 599,Inflammatory Musculoskeletal Infection 599 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Metabolic,Renal,High,Chronic Condition Requiring Long-Term Management,Metabolic Imbalance,Common,Diagnostics
Metabolic Musculoskeletal Infection 600,Metabolic Musculoskeletal Infection 600 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Environmental,Autoimmune,Critical,Potentially Severe If Untreated,Neurological Complications,Uncommon,Specialist Referral
Acute Respiratory Deficiency 601,Acute Respiratory Deficiency 601 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Viral,Infectious,Low,Acute Onset May Resolve With Care,Organ Dysfunction,Rare,Medication
Chronic Respiratory Deficiency 602,Chronic Respiratory Deficiency 602 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Bacterial,Cardiovascular,Moderate,Progressive Condition Needing Monitoring,Secondary Infection,Common,Lifestyle
Autoimmune Respiratory Deficiency 603,Autoimmune Respiratory Deficiency 603 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Genetic,Neurology,High,Chronic Condition Requiring Long-Term Management,Inflammation Complications,Uncommon,Diagnostics
Idiopathic Respiratory Deficiency 604,Idiopathic Respiratory Deficiency 604 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Lifestyle,Endocrine,Critical,Potentially Severe If Untreated,Metabolic Imbalance,Rare,Specialist Referral
Primary Respiratory Deficiency 605,Primary Respiratory Deficiency 605 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Autoimmune,Respiratory,Low,Acute Onset May Resolve With Care,Neurological Complications,Common,Medication
Secondary Respiratory Deficiency 606,Secondary Respiratory Deficiency 606 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Unknown,Gi,Moderate,Progressive Condition Needing Monitoring,Organ Dysfunction,Uncommon,Lifestyle
Progressive Respiratory Deficiency 607,Progressive Respiratory Deficiency 607 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Metabolic,Renal,High,Chronic Condition Requiring Long-Term Management,Secondary Infection,Rare,Diagnostics
Congenital Respiratory Deficiency 608,Congenital Respiratory Deficiency 608 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Environmental,Autoimmune,Critical,Potentially Severe If Untreated,Inflammation Complications,Common,Specialist Referral
Inflammatory Respiratory Deficiency 609,Inflammatory Respiratory Deficiency 609 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Viral,Infectious,Low,Acute Onset May Resolve With Care,Metabolic Imbalance,Uncommon,Medication
Metabolic Respiratory Deficiency 610,Metabolic Respiratory Deficiency 610 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Bacterial,Cardiovascular,Moderate,Progressive Condition Needing Monitoring,Neurological Complications,Rare,Lifestyle
Acute Cardiac Deficiency 611,Acute Cardiac Deficiency 611 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Genetic,Neurology,High,Chronic Condition Requiring Long-Term Management,Organ Dysfunction,Common,Diagnostics
Chronic Cardiac Deficiency 612,Chronic Cardiac Deficiency 612 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Lifestyle,Endocrine,Critical,Potentially Severe If Untreated,Secondary Infection,Uncommon,Specialist Referral
Autoimmune Cardiac Deficiency 613,Autoimmune Cardiac Deficiency 613 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Autoimmune,Respiratory,Low,Acute Onset May Resolve With Care,Inflammation Complications,Rare,Medication
Idiopathic Cardiac Deficiency 614,Idiopathic Cardiac Deficiency 614 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Unknown,Gi,Moderate,Progressive Condition Needing Monitoring,Metabolic Imbalance,Common,Lifestyle
Primary Cardiac Deficiency 615,Primary Cardiac Deficiency 615 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Metabolic,Renal,High,Chronic Condition Requiring Long-Term Management,Neurological Complications,Uncommon,Diagnostics
Secondary Cardiac Deficiency 616,Secondary Cardiac Deficiency 616 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Environmental,Autoimmune,Critical,Potentially Severe If Untreated,Organ Dysfunction,Rare,Specialist Referral
Progressive Cardiac Deficiency 617,Progressive Cardiac Deficiency 617 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Viral,Infectious,Low,Acute Onset May Resolve With Care,Secondary Infection,Common,Medication
Congenital Cardiac Deficiency 618,Congenital Cardiac Deficiency 618 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Bacterial,Cardiovascular,Moderate,Progressive Condition Needing Monitoring,Inflammation Complications,Uncommon,Lifestyle
Inflammatory Cardiac Deficiency 619,Inflammatory Cardiac Deficiency 619 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Genetic,Neurology,High,Chronic Condition Requiring Long-Term Management,Metabolic Imbalance,Rare,Diagnostics
Metabolic Cardiac Deficiency 620,Metabolic Cardiac Deficiency 620 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Lifestyle,Endocrine,Critical,Potentially Severe If Untreated,Neurological Complications,Common,Specialist Referral
Acute Neurological Deficiency 621,Acute Neurological Deficiency 621 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Autoimmune,Respiratory,Low,Acute Onset May Resolve With Care,Organ Dysfunction,Uncommon,Medication
Chronic Neurological Deficiency 622,Chronic Neurological Deficiency 622 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Unknown,Gi,Moderate,Progressive Condition Needing Monitoring,Secondary Infection,Rare,Lifestyle
Autoimmune Neurological Deficiency 623,Autoimmune Neurological Deficiency 623 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Metabolic,Renal,High,Chronic Condition Requiring Long-Term Management,Inflammation Complications,Common,Diagnostics
Idiopathic Neurological Deficiency 624,Idiopathic Neurological Deficiency 624 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Environmental,Autoimmune,Critical,Potentially Severe If Untreated,Metabolic Imbalance,Uncommon,Specialist Referral
Primary Neurological Deficiency 625,Primary Neurological Deficiency 625 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Viral,Infectious,Low,Acute Onset May Resolve With Care,Neurological Complications,Rare,Medication
Secondary Neurological Deficiency 626,Secondary Neurological Deficiency 626 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Bacterial,Cardiovascular,Moderate,Progressive Condition Needing Monitoring,Organ Dysfunction,Common,Lifestyle
Progressive Neurological Deficiency 627,Progressive Neurological Deficiency 627 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Genetic,Neurology,High,Chronic Condition Requiring Long-Term Management,Secondary Infection,Uncommon,Diagnostics
Congenital Neurological Deficiency 628,Congenital Neurological Deficiency 628 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Lifestyle,Endocrine,Critical,Potentially Severe If Untreated,Inflammation Complications,Rare,Specialist Referral
Inflammatory Neurological Deficiency 629,Inflammatory Neurological Deficiency 629 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Autoimmune,Respiratory,Low,Acute Onset May Resolve With Care,Metabolic Imbalance,Common,Medication
Metabolic Neurological Deficiency 630,Metabolic Neurological Deficiency 630 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Unknown,Gi,Moderate,Progressive Condition Needing Monitoring,Neurological Complications,Uncommon,Lifestyle
Acute Renal Deficiency 631,Acute Renal Deficiency 631 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Metabolic,Renal,High,Chronic Condition Requiring Long-Term Management,Organ Dysfunction,Rare,Diagnostics
Chronic Renal Deficiency 632,Chronic Renal Deficiency 632 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Environmental,Autoimmune,Critical,Potentially Severe If Untreated,Secondary Infection,Common,Specialist Referral
Autoimmune Renal Deficiency 633,Autoimmune Renal Deficiency 633 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Viral,Infectious,Low,Acute Onset May Resolve With Care,Inflammation Complications,Uncommon,Medication
Idiopathic Renal Deficiency 634,Idiopathic Renal Deficiency 634 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Bacterial,Cardiovascular,Moderate,Progressive Condition Needing Monitoring,Metabolic Imbalance,Rare,Lifestyle
Primary Renal Deficiency 635,Primary Renal Deficiency 635 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Genetic,Neurology,High,Chronic Condition Requiring Long-Term Management,Neurological Complications,Common,Diagnostics
Secondary Renal Deficiency 636,Secondary Renal Deficiency 636 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Lifestyle,Endocrine,Critical,Potentially Severe If Untreated,Organ Dysfunction,Uncommon,Specialist Referral
Progressive Renal Deficiency 637,Progressive Renal Deficiency 637 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Autoimmune,Respiratory,Low,Acute Onset May Resolve With Care,Secondary Infection,Rare,Medication
Congenital Renal Deficiency 638,Congenital Renal Deficiency 638 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Unknown,Gi,Moderate,Progressive Condition Needing Monitoring,Inflammation Complications,Common,Lifestyle
Inflammatory Renal Deficiency 639,Inflammatory Renal Deficiency 639 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Metabolic,Renal,High,Chronic Condition Requiring Long-Term Management,Metabolic Imbalance,Uncommon,Diagnostics
Metabolic Renal Deficiency 640,Metabolic Renal Deficiency 640 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Environmental,Autoimmune,Critical,Potentially Severe If Untreated,Neurological Complications,Rare,Specialist Referral
Acute Hepatic Deficiency 641,Acute Hepatic Deficiency 641 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Viral,Infectious,Low,Acute Onset May Resolve With Care,Organ Dysfunction,Common,Medication
Chronic Hepatic Deficiency 642,Chronic Hepatic Deficiency 642 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Bacterial,Cardiovascular,Moderate,Progressive Condition Needing Monitoring,Secondary Infection,Uncommon,Lifestyle
Autoimmune Hepatic Deficiency 643,Autoimmune Hepatic Deficiency 643 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Genetic,Neurology,High,Chronic Condition Requiring Long-Term Management,Inflammation Complications,Rare,Diagnostics
