disease,description,cause,category,severity,disease_progression,common_complications,prevalence,primary_management
Secondary Gastro Infection 566,Secondary Gastro Infection 566 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,6,3,2,Progressive Condition Needing Monitoring,Organ Dysfunction,0,1
Progressive Gastro Infection 567,Progressive Gastro Infection 567 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,5,6,3,Chronic Condition Requiring Long-Term Management,Secondary Infection,2,0
Congenital Gastro Infection 568,Congenital Gastro Infection 568 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,2,0,4,Potentially Severe If Untreated,Inflammation Complications,1,3
Inflammatory Gastro Infection 569,Inflammatory Gastro Infection 569 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,7,4,1,Acute Onset May Resolve With Care,Metabolic Imbalance,0,2
Metabolic Gastro Infection 570,Metabolic Gastro Infection 570 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,1,1,2,Progressive Condition Needing Monitoring,Neurological Complications,2,1
Acute Dermatologic Infection 571,Acute Dermatologic Infection 571 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,3,5,3,Chronic Condition Requiring Long-Term Management,Organ Dysfunction,1,0
Chronic Dermatologic Infection 572,Chronic Dermatologic Infection 572 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,4,2,4,Potentially Severe If Untreated,Secondary Infection,0,3
Autoimmune Dermatologic Infection 573,Autoimmune Dermatologic Infection 573 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,0,7,1,Acute Onset May Resolve With Care,Inflammation Complications,2,2
Idiopathic Dermatologic Infection 574,Idiopathic Dermatologic Infection 574 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,6,3,2,Progressive Condition Needing Monitoring,Metabolic Imbalance,1,1
Primary Dermatologic Infection 575,Primary Dermatologic Infection 575 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,5,6,3,Chronic Condition Requiring Long-Term Management,Neurological Complications,0,0
Secondary Dermatologic Infection 576,Secondary Dermatologic Infection 576 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,2,0,4,Potentially Severe If Untreated,Organ Dysfunction,2,3
Progressive Dermatologic Infection 577,Progressive Dermatologic Infection 577 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,7,4,1,Acute Onset May Resolve With Care,Secondary Infection,1,2
Congenital Dermatologic Infection 578,Congenital Dermatologic Infection 578 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,1,1,2,Progressive Condition Needing Monitoring,Inflammation Complications,0,1
Inflammatory Dermatologic Infection 579,Inflammatory Dermatologic Infection 579 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,3,5,3,Chronic Condition Requiring Long-Term Management,Metabolic Imbalance,2,0
Metabolic Dermatologic Infection 580,Metabolic Dermatologic Infection 580 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,4,2,4,Potentially Severe If Untreated,Neurological Complications,1,3
Acute Hematologic Infection 581,Acute Hematologic Infection 581 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,0,7,1,Acute Onset May Resolve With Care,Organ Dysfunction,0,2
Chronic Hematologic Infection 582,Chronic Hematologic Infection 582 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,6,3,2,Progressive Condition Needing Monitoring,Secondary Infection,2,1
Autoimmune Hematologic Infection 583,Autoimmune Hematologic Infection 583 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,5,6,3,Chronic Condition Requiring Long-Term Management,Inflammation Complications,1,0
Idiopathic Hematologic Infection 584,Idiopathic Hematologic Infection 584 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,2,0,4,Potentially Severe If Untreated,Metabolic Imbalance,0,3
Primary Hematologic Infection 585,Primary Hematologic Infection 585 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,7,4,1,Acute Onset May Resolve With Care,Neurological Complications,2,2
Secondary Hematologic Infection 586,Secondary Hematologic Infection 586 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,1,1,2,Progressive Condition Needing Monitoring,Organ Dysfunction,1,1
Progressive Hematologic Infection 587,Progressive Hematologic Infection 587 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,3,5,3,Chronic Condition Requiring Long-Term Management,Secondary Infection,0,0
Congenital Hematologic Infection 588,Congenital Hematologic Infection 588 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,4,2,4,Potentially Severe If Untreated,Inflammation Complications,2,3
Inflammatory Hematologic Infection 589,Inflammatory Hematologic Infection 589 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,0,7,1,Acute Onset May Resolve With Care,Metabolic Imbalance,1,2
Metabolic Hematologic Infection 590,Metabolic Hematologic Infection 590 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,6,3,2,Progressive Condition Needing Monitoring,Neurological Complications,0,1
Acute Musculoskeletal Infection 591,Acute Musculoskeletal Infection 591 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,5,6,3,Chronic Condition Requiring Long-Term Management,Organ Dysfunction,2,0
Chronic Musculoskeletal Infection 592,Chronic Musculoskeletal Infection 592 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,2,0,4,Potentially Severe If Untreated,Secondary Infection,1,3
Autoimmune Musculoskeletal Infection 593,Autoimmune Musculoskeletal Infection 593 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,7,4,1,Acute Onset May Resolve With Care,Inflammation Complications,0,2
Idiopathic Musculoskeletal Infection 594,Idiopathic Musculoskeletal Infection 594 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,1,1,2,Progressive Condition Needing Monitoring,Metabolic Imbalance,2,1
Primary Musculoskeletal Infection 595,Primary Musculoskeletal Infection 595 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,3,5,3,Chronic Condition Requiring Long-Term Management,Neurological Complications,1,0
Secondary Musculoskeletal Infection 596,Secondary Musculoskeletal Infection 596 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,4,2,4,Potentially Severe If Untreated,Organ Dysfunction,0,3
Progressive Musculoskeletal Infection 597,Progressive Musculoskeletal Infection 597 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,0,7,1,Acute Onset May Resolve With Care,Secondary Infection,2,2
Congenital Musculoskeletal Infection 598,Congenital Musculoskeletal Infection 598 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,6,3,2,Progressive Condition Needing Monitoring,Inflammation Complications,1,1
Inflammatory Musculoskeletal Infection 599,Inflammatory Musculoskeletal Infection 599 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,5,6,3,Chronic Condition Requiring Long-Term Management,Metabolic Imbalance,0,0
Metabolic Musculoskeletal Infection 600,Metabolic Musculoskeletal Infection 600 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,2,0,4,Potentially Severe If Untreated,Neurological Complications,2,3
Acute Respiratory Deficiency 601,Acute Respiratory Deficiency 601 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,7,4,1,Acute Onset May Resolve With Care,Organ Dysfunction,1,2
Chronic Respiratory Deficiency 602,Chronic Respiratory Deficiency 602 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,1,1,2,Progressive Condition Needing Monitoring,Secondary Infection,0,1
Autoimmune Respiratory Deficiency 603,Autoimmune Respiratory Deficiency 603 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,3,5,3,Chronic Condition Requiring Long-Term Management,Inflammation Complications,2,0
Idiopathic Respiratory Deficiency 604,Idiopathic Respiratory Deficiency 604 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,4,2,4,Potentially Severe If Untreated,Metabolic Imbalance,1,3
Primary Respiratory Deficiency 605,Primary Respiratory Deficiency 605 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,0,7,1,Acute Onset May Resolve With Care,Neurological Complications,0,2
Secondary Respiratory Deficiency 606,Secondary Respiratory Deficiency 606 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,6,3,2,Progressive Condition Needing Monitoring,Organ Dysfunction,2,1
Progressive Respiratory Deficiency 607,Progressive Respiratory Deficiency 607 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,5,6,3,Chronic Condition Requiring Long-Term Management,Secondary Infection,1,0
Congenital Respiratory Deficiency 608,Congenital Respiratory Deficiency 608 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,2,0,4,Potentially Severe If Untreated,Inflammation Complications,0,3
Inflammatory Respiratory Deficiency 609,Inflammatory Respiratory Deficiency 609 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,7,4,1,Acute Onset May Resolve With Care,Metabolic Imbalance,2,2
Metabolic Respiratory Deficiency 610,Metabolic Respiratory Deficiency 610 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,1,1,2,Progressive Condition Needing Monitoring,Neurological Complications,1,1
Acute Cardiac Deficiency 611,Acute Cardiac Deficiency 611 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,3,5,3,Chronic Condition Requiring Long-Term Management,Organ Dysfunction,0,0
Chronic Cardiac Deficiency 612,Chronic Cardiac Deficiency 612 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,4,2,4,Potentially Severe If Untreated,Secondary Infection,2,3
Autoimmune Cardiac Deficiency 613,Autoimmune Cardiac Deficiency 613 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,0,7,1,Acute Onset May Resolve With Care,Inflammation Complications,1,2
Idiopathic Cardiac Deficiency 614,Idiopathic Cardiac Deficiency 614 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,6,3,2,Progressive Condition Needing Monitoring,Metabolic Imbalance,0,1
Primary Cardiac Deficiency 615,Primary Cardiac Deficiency 615 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,5,6,3,Chronic Condition Requiring Long-Term Management,Neurological Complications,2,0
Secondary Cardiac Deficiency 616,Secondary Cardiac Deficiency 616 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,2,0,4,Potentially Severe If Untreated,Organ Dysfunction,1,3
Progressive Cardiac Deficiency 617,Progressive Cardiac Deficiency 617 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,7,4,1,Acute Onset May Resolve With Care,Secondary Infection,0,2
