Symptom,Duration,Interpretation,Recommended_Action,Temporal_Pattern,Severity_Flag
Fever,5-7 days,Likely Viral,Repeat assessment in 24 hrs,Possible chronic evolution,Low
Fever,5-7 days,Likely Viral,Repeat assessment in 24 hrs,Possible chronic evolution,Moderate
Fever,5-7 days,Likely Viral,Repeat assessment in 24 hrs,Possible chronic evolution,High
Fever,5-7 days,Likely Viral,Repeat assessment in 24 hrs,Acute onset requiring review,Low
Fever,5-7 days,Likely Viral,Repeat assessment in 24 hrs,Acute onset requiring review,Moderate
Fever,5-7 days,Likely Viral,Repeat assessment in 24 hrs,Acute onset requiring review,High
Fever,5-7 days,Likely Viral,Basic lab screening suggested,Early stage pattern,Low
Fever,5-7 days,Likely Viral,Basic lab screening suggested,Early stage pattern,Moderate
Fever,5-7 days,Likely Viral,Basic lab screening suggested,Early stage pattern,High
Fever,5-7 days,Likely Viral,Basic lab screening suggested,Subacute progression,Low
Fever,5-7 days,Likely Viral,Basic lab screening suggested,Subacute progression,Moderate
Fever,5-7 days,Likely Viral,Basic lab screening suggested,Subacute progression,High
Fever,5-7 days,Likely Viral,Basic lab screening suggested,Persistent warning sign,Low
Fever,5-7 days,Likely Viral,Basic lab screening suggested,Persistent warning sign,Moderate
Fever,5-7 days,Likely Viral,Basic lab screening suggested,Persistent warning sign,High
Fever,5-7 days,Likely Viral,Basic lab screening suggested,Possible chronic evolution,Low
Fever,5-7 days,Likely Viral,Basic lab screening suggested,Possible chronic evolution,Moderate
Fever,5-7 days,Likely Viral,Basic lab screening suggested,Possible chronic evolution,High
Fever,5-7 days,Likely Viral,Basic lab screening suggested,Acute onset requiring review,Low
Fever,5-7 days,Likely Viral,Basic lab screening suggested,Acute onset requiring review,Moderate
Fever,5-7 days,Likely Viral,Basic lab screening suggested,Acute onset requiring review,High
Fever,5-7 days,Likely Viral,Consider physician evaluation,Early stage pattern,Low
Fever,5-7 days,Likely Viral,Consider physician evaluation,Early stage pattern,Moderate
Fever,5-7 days,Likely Viral,Consider physician evaluation,Early stage pattern,High
Fever,5-7 days,Likely Viral,Consider physician evaluation,Subacute progression,Low
Fever,5-7 days,Likely Viral,Consider physician evaluation,Subacute progression,Moderate
Fever,5-7 days,Likely Viral,Consider physician evaluation,Subacute progression,High
Fever,5-7 days,Likely Viral,Consider physician evaluation,Persistent warning sign,Low
Fever,5-7 days,Likely Viral,Consider physician evaluation,Persistent warning sign,Moderate
Fever,5-7 days,Likely Viral,Consider physician evaluation,Persistent warning sign,High
Fever,5-7 days,Likely Viral,Consider physician evaluation,Possible chronic evolution,Low
Fever,5-7 days,Likely Viral,Consider physician evaluation,Possible chronic evolution,Moderate
Fever,5-7 days,Likely Viral,Consider physician evaluation,Possible chronic evolution,High
Fever,5-7 days,Likely Viral,Consider physician evaluation,Acute onset requiring review,Low
Fever,5-7 days,Likely Viral,Consider physician evaluation,Acute onset requiring review,Moderate
Fever,5-7 days,Likely Viral,Consider physician evaluation,Acute onset requiring review,High
Fever,5-7 days,Likely Viral,Escalate if symptoms worsen,Early stage pattern,Low
Fever,5-7 days,Likely Viral,Escalate if symptoms worsen,Early stage pattern,Moderate
Fever,5-7 days,Likely Viral,Escalate if symptoms worsen,Early stage pattern,High
Fever,5-7 days,Likely Viral,Escalate if symptoms worsen,Subacute progression,Low
Fever,5-7 days,Likely Viral,Escalate if symptoms worsen,Subacute progression,Moderate
Fever,5-7 days,Likely Viral,Escalate if symptoms worsen,Subacute progression,High
Fever,5-7 days,Likely Viral,Escalate if symptoms worsen,Persistent warning sign,Low
Fever,5-7 days,Likely Viral,Escalate if symptoms worsen,Persistent warning sign,Moderate
Fever,5-7 days,Likely Viral,Escalate if symptoms worsen,Persistent warning sign,High
Fever,5-7 days,Likely Viral,Escalate if symptoms worsen,Possible chronic evolution,Low
Fever,5-7 days,Likely Viral,Escalate if symptoms worsen,Possible chronic evolution,Moderate
Fever,5-7 days,Likely Viral,Escalate if symptoms worsen,Possible chronic evolution,High
Fever,5-7 days,Likely Viral,Escalate if symptoms worsen,Acute onset requiring review,Low
Fever,5-7 days,Likely Viral,Escalate if symptoms worsen,Acute onset requiring review,Moderate
Fever,5-7 days,Likely Viral,Escalate if symptoms worsen,Acute onset requiring review,High
Fever,5-7 days,Monitor Progression,Home monitoring,Early stage pattern,Low
Fever,5-7 days,Monitor Progression,Home monitoring,Early stage pattern,Moderate
Fever,5-7 days,Monitor Progression,Home monitoring,Early stage pattern,High
Fever,5-7 days,Monitor Progression,Home monitoring,Subacute progression,Low
Fever,5-7 days,Monitor Progression,Home monitoring,Subacute progression,Moderate
Fever,5-7 days,Monitor Progression,Home monitoring,Subacute progression,High
Fever,5-7 days,Monitor Progression,Home monitoring,Persistent warning sign,Low
Fever,5-7 days,Monitor Progression,Home monitoring,Persistent warning sign,Moderate
Fever,5-7 days,Monitor Progression,Home monitoring,Persistent warning sign,High
Fever,5-7 days,Monitor Progression,Home monitoring,Possible chronic evolution,Low
Fever,5-7 days,Monitor Progression,Home monitoring,Possible chronic evolution,Moderate
Fever,5-7 days,Monitor Progression,Home monitoring,Possible chronic evolution,High
Fever,5-7 days,Monitor Progression,Home monitoring,Acute onset requiring review,Low
Fever,5-7 days,Monitor Progression,Home monitoring,Acute onset requiring review,Moderate
Fever,5-7 days,Monitor Progression,Home monitoring,Acute onset requiring review,High
Fever,5-7 days,Monitor Progression,Repeat assessment in 24 hrs,Early stage pattern,Low
Fever,5-7 days,Monitor Progression,Repeat assessment in 24 hrs,Early stage pattern,Moderate
Fever,5-7 days,Monitor Progression,Repeat assessment in 24 hrs,Early stage pattern,High
Fever,5-7 days,Monitor Progression,Repeat assessment in 24 hrs,Subacute progression,Low
Fever,5-7 days,Monitor Progression,Repeat assessment in 24 hrs,Subacute progression,Moderate
Fever,5-7 days,Monitor Progression,Repeat assessment in 24 hrs,Subacute progression,High
Fever,5-7 days,Monitor Progression,Repeat assessment in 24 hrs,Persistent warning sign,Low
Fever,5-7 days,Monitor Progression,Repeat assessment in 24 hrs,Persistent warning sign,Moderate
Fever,5-7 days,Monitor Progression,Repeat assessment in 24 hrs,Persistent warning sign,High
Fever,5-7 days,Monitor Progression,Repeat assessment in 24 hrs,Possible chronic evolution,Low
Fever,5-7 days,Monitor Progression,Repeat assessment in 24 hrs,Possible chronic evolution,Moderate
Fever,5-7 days,Monitor Progression,Repeat assessment in 24 hrs,Possible chronic evolution,High
Fever,5-7 days,Monitor Progression,Repeat assessment in 24 hrs,Acute onset requiring review,Low
Fever,5-7 days,Monitor Progression,Repeat assessment in 24 hrs,Acute onset requiring review,Moderate
Fever,5-7 days,Monitor Progression,Repeat assessment in 24 hrs,Acute onset requiring review,High
Fever,5-7 days,Monitor Progression,Basic lab screening suggested,Early stage pattern,Low
Fever,5-7 days,Monitor Progression,Basic lab screening suggested,Early stage pattern,Moderate
Fever,5-7 days,Monitor Progression,Basic lab screening suggested,Early stage pattern,High
Fever,5-7 days,Monitor Progression,Basic lab screening suggested,Subacute progression,Low
Fever,5-7 days,Monitor Progression,Basic lab screening suggested,Subacute progression,Moderate
Fever,5-7 days,Monitor Progression,Basic lab screening suggested,Subacute progression,High
Fever,5-7 days,Monitor Progression,Basic lab screening suggested,Persistent warning sign,Low
Fever,5-7 days,Monitor Progression,Basic lab screening suggested,Persistent warning sign,Moderate
Fever,5-7 days,Monitor Progression,Basic lab screening suggested,Persistent warning sign,High
Fever,5-7 days,Monitor Progression,Basic lab screening suggested,Possible chronic evolution,Low
Fever,5-7 days,Monitor Progression,Basic lab screening suggested,Possible chronic evolution,Moderate
Fever,5-7 days,Monitor Progression,Basic lab screening suggested,Possible chronic evolution,High
Fever,5-7 days,Monitor Progression,Basic lab screening suggested,Acute onset requiring review,Low
Fever,5-7 days,Monitor Progression,Basic lab screening suggested,Acute onset requiring review,Moderate
Fever,5-7 days,Monitor Progression,Basic lab screening suggested,Acute onset requiring review,High
Fever,5-7 days,Monitor Progression,Consider physician evaluation,Early stage pattern,Low
Fever,5-7 days,Monitor Progression,Consider physician evaluation,Early stage pattern,Moderate
Fever,5-7 days,Monitor Progression,Consider physician evaluation,Early stage pattern,High
Fever,5-7 days,Monitor Progression,Consider physician evaluation,Subacute progression,Low
Fever,5-7 days,Monitor Progression,Consider physician evaluation,Subacute progression,Moderate
Fever,5-7 days,Monitor Progression,Consider physician evaluation,Subacute progression,High
Fever,5-7 days,Monitor Progression,Consider physician evaluation,Persistent warning sign,Low
Fever,5-7 days,Monitor Progression,Consider physician evaluation,Persistent warning sign,Moderate
Fever,5-7 days,Monitor Progression,Consider physician evaluation,Persistent warning sign,High
Fever,5-7 days,Monitor Progression,Consider physician evaluation,Possible chronic evolution,Low
Fever,5-7 days,Monitor Progression,Consider physician evaluation,Possible chronic evolution,Moderate
Fever,5-7 days,Monitor Progression,Consider physician evaluation,Possible chronic evolution,High
Fever,5-7 days,Monitor Progression,Consider physician evaluation,Acute onset requiring review,Low
Fever,5-7 days,Monitor Progression,Consider physician evaluation,Acute onset requiring review,Moderate
Fever,5-7 days,Monitor Progression,Consider physician evaluation,Acute onset requiring review,High
Fever,5-7 days,Monitor Progression,Escalate if symptoms worsen,Early stage pattern,Low
Fever,5-7 days,Monitor Progression,Escalate if symptoms worsen,Early stage pattern,Moderate
Fever,5-7 days,Monitor Progression,Escalate if symptoms worsen,Early stage pattern,High
Fever,5-7 days,Monitor Progression,Escalate if symptoms worsen,Subacute progression,Low
Fever,5-7 days,Monitor Progression,Escalate if symptoms worsen,Subacute progression,Moderate
Fever,5-7 days,Monitor Progression,Escalate if symptoms worsen,Subacute progression,High
Fever,5-7 days,Monitor Progression,Escalate if symptoms worsen,Persistent warning sign,Low
Fever,5-7 days,Monitor Progression,Escalate if symptoms worsen,Persistent warning sign,Moderate
Fever,5-7 days,Monitor Progression,Escalate if symptoms worsen,Persistent warning sign,High
Fever,5-7 days,Monitor Progression,Escalate if symptoms worsen,Possible chronic evolution,Low
Fever,5-7 days,Monitor Progression,Escalate if symptoms worsen,Possible chronic evolution,Moderate
Fever,5-7 days,Monitor Progression,Escalate if symptoms worsen,Possible chronic evolution,High
Fever,5-7 days,Monitor Progression,Escalate if symptoms worsen,Acute onset requiring review,Low
Fever,5-7 days,Monitor Progression,Escalate if symptoms worsen,Acute onset requiring review,Moderate
Fever,5-7 days,Monitor Progression,Escalate if symptoms worsen,Acute onset requiring review,High
Fever,5-7 days,Possible Bacterial Cause,Home monitoring,Early stage pattern,Low
Fever,5-7 days,Possible Bacterial Cause,Home monitoring,Early stage pattern,Moderate
Fever,5-7 days,Possible Bacterial Cause,Home monitoring,Early stage pattern,High
Fever,5-7 days,Possible Bacterial Cause,Home monitoring,Subacute progression,Low
Fever,5-7 days,Possible Bacterial Cause,Home monitoring,Subacute progression,Moderate
Fever,5-7 days,Possible Bacterial Cause,Home monitoring,Subacute progression,High
Fever,5-7 days,Possible Bacterial Cause,Home monitoring,Persistent warning sign,Low
Fever,5-7 days,Possible Bacterial Cause,Home monitoring,Persistent warning sign,Moderate
Fever,5-7 days,Possible Bacterial Cause,Home monitoring,Persistent warning sign,High
Fever,5-7 days,Possible Bacterial Cause,Home monitoring,Possible chronic evolution,Low
Fever,5-7 days,Possible Bacterial Cause,Home monitoring,Possible chronic evolution,Moderate
Fever,5-7 days,Possible Bacterial Cause,Home monitoring,Possible chronic evolution,High
Fever,5-7 days,Possible Bacterial Cause,Home monitoring,Acute onset requiring review,Low
Fever,5-7 days,Possible Bacterial Cause,Home monitoring,Acute onset requiring review,Moderate
Fever,5-7 days,Possible Bacterial Cause,Home monitoring,Acute onset requiring review,High
Fever,5-7 days,Possible Bacterial Cause,Repeat assessment in 24 hrs,Early stage pattern,Low
Fever,5-7 days,Possible Bacterial Cause,Repeat assessment in 24 hrs,Early stage pattern,Moderate
Fever,5-7 days,Possible Bacterial Cause,Repeat assessment in 24 hrs,Early stage pattern,High
Fever,5-7 days,Possible Bacterial Cause,Repeat assessment in 24 hrs,Subacute progression,Low
Fever,5-7 days,Possible Bacterial Cause,Repeat assessment in 24 hrs,Subacute progression,Moderate
Fever,5-7 days,Possible Bacterial Cause,Repeat assessment in 24 hrs,Subacute progression,High
Fever,5-7 days,Possible Bacterial Cause,Repeat assessment in 24 hrs,Persistent warning sign,Low
Fever,5-7 days,Possible Bacterial Cause,Repeat assessment in 24 hrs,Persistent warning sign,Moderate
Fever,5-7 days,Possible Bacterial Cause,Repeat assessment in 24 hrs,Persistent warning sign,High
Fever,5-7 days,Possible Bacterial Cause,Repeat assessment in 24 hrs,Possible chronic evolution,Low
Fever,5-7 days,Possible Bacterial Cause,Repeat assessment in 24 hrs,Possible chronic evolution,Moderate
Fever,5-7 days,Possible Bacterial Cause,Repeat assessment in 24 hrs,Possible chronic evolution,High
Fever,5-7 days,Possible Bacterial Cause,Repeat assessment in 24 hrs,Acute onset requiring review,Low
Fever,5-7 days,Possible Bacterial Cause,Repeat assessment in 24 hrs,Acute onset requiring review,Moderate
Fever,5-7 days,Possible Bacterial Cause,Repeat assessment in 24 hrs,Acute onset requiring review,High
Fever,5-7 days,Possible Bacterial Cause,Basic lab screening suggested,Early stage pattern,Low
Fever,5-7 days,Possible Bacterial Cause,Basic lab screening suggested,Early stage pattern,Moderate
Fever,5-7 days,Possible Bacterial Cause,Basic lab screening suggested,Early stage pattern,High
Fever,5-7 days,Possible Bacterial Cause,Basic lab screening suggested,Subacute progression,Low
Fever,5-7 days,Possible Bacterial Cause,Basic lab screening suggested,Subacute progression,Moderate
Fever,5-7 days,Possible Bacterial Cause,Basic lab screening suggested,Subacute progression,High
Fever,5-7 days,Possible Bacterial Cause,Basic lab screening suggested,Persistent warning sign,Low
Fever,5-7 days,Possible Bacterial Cause,Basic lab screening suggested,Persistent warning sign,Moderate
