disease,symptom_1,symptom_2,symptom_3,symptom_4,symptom_5,symptom_6,symptom_set,possible_diseases,differentiating_factor,symptom_count
Peptic Ulcer Diseae,29,19,29,0,26,16,Vomiting +  Headache,"(Vertigo) Paroymsal  Positional Vertigo, Arthritis, Fungal Infection",6,7
Aids,18,30,24,15,12,20,Acidity +  Indigestion,"Migraine, Hypertension , Diabetes",2,7
Diabetes,11,46,39,24,17,1,Skin Rash +  Joint Pain,"Psoriasis, Arthritis, Varicose Veins",5,7
Gastroenteritis,29,38,16,10,12,20,Muscle Wasting +  Patches In Throat,"Aids, Gastroenteritis, (Vertigo) Paroymsal  Positional Vertigo",7,7
Bronchial Asthma,11,11,24,4,10,19,Muscle Weakness +  Stiff Neck,"Arthritis, Alcoholic Hepatitis, Psoriasis",3,7
Hypertension,12,8,19,26,19,20,Acidity +  Headache,"Migraine, Hypoglycemia, Dengue",3,7
Migraine,0,19,23,3,9,25,Skin Rash +  High Fever,"Impetigo, Hypothyroidism, Typhoid",0,7
Cervical Spondylosis,1,43,34,13,22,20,Chills +  Vomiting,"Malaria, Dengue, Heart Attack",3,7
Paralysis (Brain Hemorrhage),29,17,51,1,12,20,Joint Pain +  Vomiting,"Hepatitis E, Drug Reaction, Chicken Pox",1,7
Jaundice,15,42,21,46,13,31,Vomiting +  Sunken Eyes,"Gastroenteritis, Migraine, Hyperthyroidism",7,7
Malaria,6,42,24,40,12,20,Chills +  Fatigue,"Pneumonia, Typhoid, Hepatitis C",0,7
Chicken Pox,15,35,21,24,13,12,Vomiting +  Headache,"Paralysis (Brain Hemorrhage), Hyperthyroidism, Chicken Pox",5,7
Dengue,25,9,26,44,11,13,Fatigue +  Weight Loss,"Diabetes , Tuberculosis, Hepatitis C",1,7
Typhoid,6,42,21,19,12,20,Vomiting +  Headache,"Paralysis (Brain Hemorrhage), Hyperthyroidism, Chronic Cholestasis",1,7
Hepatitis A,16,42,53,9,24,17,Fatigue +  Mood Swings,"Hyperthyroidism, Peptic Ulcer Diseae",0,7
Hepatitis B,15,15,28,49,5,17,Skin Rash +  Pus Filled Pimples,"Acne, Diabetes , Dengue",3,7
Hepatitis C,11,47,33,25,36,9,Chills +  Vomiting,"Tuberculosis, Common Cold, Migraine",0,7
Hepatitis D,16,42,21,49,5,20,Skin Rash +  Pus Filled Pimples,"Acne, Typhoid, Osteoarthristis",2,7
Hepatitis E,16,42,21,19,37,5,Skin Rash +  Joint Pain,"Psoriasis, Common Cold, Allergy",8,7
Alcoholic Hepatitis,29,47,0,42,7,14,Chills +  Vomiting,"Tuberculosis, Diabetes , Hepatitis E",0,7
Tuberculosis,6,42,21,46,4,13,Itching +  Stomach Pain,"Drug Reaction, Hyperthyroidism, Hypoglycemia",4,7
Common Cold,8,9,21,8,13,12,Itching +  Skin Rash,"Drug Reaction, Hepatitis B, Diabetes",1,7
Pneumonia,6,15,14,19,2,26,Vomiting +  Fatigue,"Hypoglycemia, Impetigo, Allergy",9,7
Dimorphic Hemmorhoids(Piles),7,28,37,2,18,20,Muscle Wasting +  Patches In Throat,"Aids, Common Cold, Alcoholic Hepatitis",4,7
Heart Attack,29,6,45,6,12,20,Skin Rash +  High Fever,"Impetigo, Bronchial Asthma, Chicken Pox",8,7
Varicose Veins,11,12,8,30,33,28,Itching +  Vomiting,"Chronic Cholestasis, Impetigo, Hypothyroidism",4,7
Hypothyroidism,11,45,12,27,20,8,Vomiting +  Sunken Eyes,"Gastroenteritis, Gerd, Dimorphic Hemmorhoids(Piles)",5,7
Hyperthyroidism,11,24,52,34,30,7,Itching +  Fatigue,"Hepatitis B, Hepatitis A, Fungal Infection",9,7
Hypoglycemia,29,15,2,40,12,20,Fatigue +  Lethargy,"Hepatitis B, Heart Attack, Hypoglycemia",6,7
Osteoarthristis,16,26,27,20,31,22,Vomiting +  Headache,"(Vertigo) Paroymsal  Positional Vertigo, Typhoid",5,7
Arthritis,19,36,46,28,25,20,Muscle Wasting +  High Fever,"Aids, Common Cold, Hepatitis E",8,7
(Vertigo) Paroymsal  Positional Vertigo,29,17,33,38,22,29,Skin Rash +  Joint Pain,"Psoriasis, Urinary Tract Infection, Hypothyroidism",5,7
Acne,25,31,3,35,12,20,Constipation +  Pain During Bowel Movements,"Dimorphic Hemmorhoids(Piles), Drug Reaction, Hypertension",0,7
Urinary Tract Infection,4,4,22,7,12,20,Fatigue +  Cough,"Bronchial Asthma, Hepatitis C, Varicose Veins",8,7
Psoriasis,25,20,42,36,27,15,Vomiting +  Breathlessness,"Heart Attack, Alcoholic Hepatitis, Impetigo",1,7
Impetigo,25,18,4,33,35,20,Chills +  Vomiting,"Malaria, Migraine, Tuberculosis",7,7
Fungal Infection,15,35,35,11,12,20,Joint Pain +  Vomiting,"Hepatitis A, Impetigo, Common Cold",5,7
Allergy,8,33,11,45,12,20,Continuous Sneezing +  Fatigue,"Common Cold, Hepatitis E, Gastroenteritis",1,7
Gerd,27,1,48,44,4,3,Joint Pain +  Vomiting,"Hepatitis A, Chronic Cholestasis, Aids",5,7
Chronic Cholestasis,15,42,53,29,21,0,Joint Pain +  Vomiting,"Hepatitis A, Psoriasis, Dengue",6,7
Drug Reaction,15,35,44,5,28,20,Muscle Wasting +  Patches In Throat,"Aids, Fungal Infection, Varicose Veins",1,7
Peptic Ulcer Diseae,29,19,29,0,26,16,Vomiting +  Yellowish Skin,"Alcoholic Hepatitis, Arthritis, Gerd",9,7
Aids,18,30,24,15,12,20,Itching +  Skin Rash,"Drug Reaction, Pneumonia, Hepatitis C",2,7
Diabetes,11,46,39,24,17,1,Fatigue +  Weight Loss,"Diabetes , Hepatitis A, Gastroenteritis",6,7
Gastroenteritis,29,38,16,10,12,20,Back Pain +  Weakness In Limbs,"Cervical Spondylosis, Hyperthyroidism, Typhoid",6,7
Bronchial Asthma,11,11,24,4,10,19,Vomiting +  Breathlessness,"Heart Attack, Paralysis (Brain Hemorrhage), Hypertension",7,7
Hypertension,12,8,19,26,19,20,Constipation +  Pain During Bowel Movements,"Dimorphic Hemmorhoids(Piles), Hepatitis D",4,7
Migraine,0,19,23,3,9,25,Weight Gain +  Cold Hands And Feets,"Hypothyroidism, Paralysis (Brain Hemorrhage), Aids",8,7
Cervical Spondylosis,1,43,34,13,22,20,Chills +  Fatigue,"Typhoid, Acne, (Vertigo) Paroymsal  Positional Vertigo",5,7
Paralysis (Brain Hemorrhage),29,17,51,1,12,20,Vomiting +  Fatigue,"Hypoglycemia, Dimorphic Hemmorhoids(Piles), Bronchial Asthma",9,7
Jaundice,15,42,21,46,13,31,Continuous Sneezing +  Chills,"Common Cold, Chicken Pox, Aids",9,7
Malaria,6,42,24,40,12,20,Itching +  Vomiting,"Jaundice, Hepatitis E, (Vertigo) Paroymsal  Positional Vertigo",6,7
Chicken Pox,15,35,21,24,13,12,Chills +  Vomiting,"Tuberculosis, Heart Attack, (Vertigo) Paroymsal  Positional Vertigo",7,7
Dengue,25,9,26,44,11,13,Joint Pain +  Neck Pain,"Osteoarthristis, Acne, Psoriasis",6,7
Typhoid,6,42,21,19,12,20,Back Pain +  Weakness In Limbs,"Cervical Spondylosis, Hepatitis D, Arthritis",2,7
Hepatitis A,16,42,53,9,24,17,Yellowish Skin +  Abdominal Pain,"Alcoholic Hepatitis, Hypothyroidism, Hepatitis D",4,7
Hepatitis B,15,15,28,49,5,17,Chills +  Vomiting,"Typhoid, Varicose Veins, Gastroenteritis",4,7
Hepatitis C,11,47,33,25,36,9,Joint Pain +  Vomiting,"Hepatitis D, Peptic Ulcer Diseae, Bronchial Asthma",1,7
Hepatitis D,16,42,21,49,5,20,Itching +  Fatigue,"Hepatitis B, Varicose Veins, Hepatitis E",8,7
Hepatitis E,16,42,21,19,37,5,Muscle Wasting +  High Fever,"Aids, Paralysis (Brain Hemorrhage), Alcoholic Hepatitis",0,7
Alcoholic Hepatitis,29,47,0,42,7,14,Continuous Sneezing +  Shivering,"Allergy, Cervical Spondylosis, Paralysis (Brain Hemorrhage)",1,7
Tuberculosis,6,42,21,46,4,13,Vomiting +  Yellowish Skin,"Alcoholic Hepatitis, Hepatitis C, Cervical Spondylosis",4,7
Common Cold,8,9,21,8,13,12,Skin Rash +  Chills,"Dengue, Arthritis, Jaundice",3,7
Pneumonia,6,15,14,19,2,26,Joint Pain +  Vomiting,"Hepatitis D, Hepatitis E, Hepatitis C",4,7
Dimorphic Hemmorhoids(Piles),7,28,37,2,18,20,Continuous Sneezing +  Chills,"Common Cold, Diabetes , Hepatitis A",6,7
Heart Attack,29,6,45,6,12,20,Stomach Pain +  Acidity,"Gerd, Varicose Veins, Fungal Infection",4,7
Varicose Veins,11,12,8,30,33,28,Skin Rash +  Joint Pain,"Psoriasis, Typhoid, Common Cold",4,7
Hypothyroidism,11,45,12,27,20,8,Back Pain +  Weakness In Limbs,"Cervical Spondylosis, Allergy, Urinary Tract Infection",7,7
Hyperthyroidism,11,24,52,34,30,7,Continuous Sneezing +  Shivering,"Allergy, Urinary Tract Infection, Diabetes",5,7
Hypoglycemia,29,15,2,40,12,20,Chills +  Fatigue,"Pneumonia, Urinary Tract Infection, Peptic Ulcer Diseae",0,7
Osteoarthristis,16,26,27,20,31,22,Stomach Pain +  Acidity,"Gerd, Hypothyroidism, Pneumonia",0,7
Arthritis,19,36,46,28,25,20,Chills +  Vomiting,"Tuberculosis, Malaria, Hepatitis E",3,7
(Vertigo) Paroymsal  Positional Vertigo,29,17,33,38,22,29,Skin Rash +  Joint Pain,"Psoriasis, Gerd, Typhoid",4,7
Acne,25,31,3,35,12,20,Itching +  Stomach Pain,"Drug Reaction, Hypothyroidism, Gastroenteritis",1,7
Urinary Tract Infection,4,4,22,7,12,20,Vomiting +  Indigestion,"Peptic Ulcer Diseae, Bronchial Asthma, Hypoglycemia",2,7
Psoriasis,25,20,42,36,27,15,Fatigue +  Weight Gain,"Hypothyroidism, Pneumonia, Tuberculosis",5,7
Impetigo,25,18,4,33,35,20,Fatigue +  Cramps,"Varicose Veins, Typhoid, (Vertigo) Paroymsal  Positional Vertigo",4,7
Fungal Infection,15,35,35,11,12,20,Skin Rash +  Joint Pain,"Psoriasis, Chicken Pox, Impetigo",2,7
Allergy,8,33,11,45,12,20,Joint Pain +  Vomiting,"Hepatitis A, Urinary Tract Infection, Heart Attack",5,7
Gerd,27,1,48,44,4,3,Skin Rash +  Joint Pain,"Psoriasis, Common Cold, Osteoarthristis",0,7
Chronic Cholestasis,15,42,53,29,21,0,Joint Pain +  Neck Pain,"Osteoarthristis, Hypothyroidism, Impetigo",8,7
Peptic Ulcer Diseae,29,19,29,0,26,16,Fatigue +  Cough,"Bronchial Asthma, Drug Reaction, Hypoglycemia",3,7
Aids,18,30,24,15,12,20,Joint Pain +  Vomiting,"Hepatitis D, Hypoglycemia, Gerd",3,7
Diabetes,11,46,39,24,17,1,Joint Pain +  Neck Pain,"Osteoarthristis, Migraine, Alcoholic Hepatitis",5,7
Gastroenteritis,29,38,16,10,12,20,Vomiting +  Yellowish Skin,"Alcoholic Hepatitis, Typhoid, Hyperthyroidism",6,7
Bronchial Asthma,11,11,24,4,10,19,Itching +  Fatigue,"Hepatitis B, Hypoglycemia, Acne",2,7
Hypertension,12,8,19,26,19,20,Constipation +  Pain During Bowel Movements,"Dimorphic Hemmorhoids(Piles), Peptic Ulcer Diseae, Heart Attack",2,7
Migraine,0,19,23,3,9,25,Stiff Neck +  Swelling Joints,"Arthritis, Allergy, Paralysis (Brain Hemorrhage)",8,7
Cervical Spondylosis,1,43,34,13,22,20,Vomiting +  Indigestion,"Peptic Ulcer Diseae, (Vertigo) Paroymsal  Positional Vertigo, Hepatitis D",1,7
Paralysis (Brain Hemorrhage),29,17,51,1,12,20,Muscle Weakness +  Stiff Neck,"Arthritis, Bronchial Asthma, Allergy",3,7
Jaundice,15,42,21,46,13,31,Headache +  Chest Pain,"Hypertension , Tuberculosis, Bronchial Asthma",6,7
Malaria,6,42,24,40,12,20,Chills +  Vomiting,"Tuberculosis, Heart Attack, Hepatitis C",6,7
Chicken Pox,15,35,21,24,13,12,Back Pain +  Weakness In Limbs,"Cervical Spondylosis, Varicose Veins, Alcoholic Hepatitis",2,7
Dengue,25,9,26,44,11,13,Vomiting +  Breathlessness,"Heart Attack, Hepatitis B, Urinary Tract Infection",5,7
Typhoid,6,42,21,19,12,20,Back Pain +  Weakness In Limbs,"Cervical Spondylosis, Hyperthyroidism, Typhoid",7,7
Hepatitis A,16,42,53,9,24,17,Fatigue +  Yellowish Skin,"Hepatitis C, Diabetes , Hepatitis B",6,7
Hepatitis B,15,15,28,49,5,17,Vomiting +  Headache,"(Vertigo) Paroymsal  Positional Vertigo, Bronchial Asthma, Chicken Pox",6,7
Hepatitis C,11,47,33,25,36,9,Chills +  Fatigue,"Pneumonia, Urinary Tract Infection, Hypoglycemia",7,7
Hepatitis D,16,42,21,49,5,20,Headache +  Chest Pain,"Hypertension , Gerd",9,7
Hepatitis E,16,42,21,19,37,5,Chills +  Vomiting,"Malaria, Typhoid, Psoriasis",1,7
Alcoholic Hepatitis,29,47,0,42,7,14,Back Pain +  Weakness In Limbs,"Cervical Spondylosis, Diabetes , Hepatitis D",6,7
Tuberculosis,6,42,21,46,4,13,Vomiting +  Headache,"(Vertigo) Paroymsal  Positional Vertigo, Bronchial Asthma, Migraine",8,7
Common Cold,8,9,21,8,13,12,Acidity +  Indigestion,"Migraine, Pneumonia, Hepatitis B",0,7
Pneumonia,6,15,14,19,2,26,Vomiting +  Indigestion,"Peptic Ulcer Diseae, Urinary Tract Infection, Hypothyroidism",0,7
Dimorphic Hemmorhoids(Piles),7,28,37,2,18,20,Fatigue +  Weight Gain,"Hypothyroidism, Impetigo, Drug Reaction",0,7
Heart Attack,29,6,45,6,12,20,Joint Pain +  Fatigue,"Hepatitis E, Allergy, Psoriasis",4,7
Varicose Veins,11,12,8,30,33,28,Chills +  Vomiting,"Malaria, Chicken Pox, Hepatitis E",0,7
Hypothyroidism,11,45,12,27,20,8,Skin Rash +  Blister,"Impetigo, Urinary Tract Infection, Acne",1,7
Hyperthyroidism,11,24,52,34,30,7,Burning Micturition +  Bladder Discomfort,"Urinary Tract Infection, Bronchial Asthma, Varicose Veins",0,7
Hypoglycemia,29,15,2,40,12,20,Stomach Pain +  Acidity,"Gerd, Cervical Spondylosis, Typhoid",4,7
Osteoarthristis,16,26,27,20,31,22,Itching +  Skin Rash,"Drug Reaction, Malaria, Pneumonia",1,7
Arthritis,19,36,46,28,25,20,Headache +  Weakness Of One Body Side,"Paralysis (Brain Hemorrhage), Alcoholic Hepatitis, Dimorphic Hemmorhoids(Piles)",5,7
(Vertigo) Paroymsal  Positional Vertigo,29,17,33,38,22,29,Joint Pain +  Vomiting,"Hepatitis D, Psoriasis, Dimorphic Hemmorhoids(Piles)",2,7
Acne,25,31,3,35,12,20,Itching +  Vomiting,"Jaundice, Hepatitis B, Chronic Cholestasis",1,7
Urinary Tract Infection,4,4,22,7,12,20,Itching +  Vomiting,"Chronic Cholestasis, Arthritis, Chicken Pox",7,7
Psoriasis,25,20,42,36,27,15,Vomiting +  Sunken Eyes,"Gastroenteritis, Bronchial Asthma, Migraine",9,7
Impetigo,25,18,4,33,35,20,Itching +  Vomiting,"Jaundice, Hepatitis E, Tuberculosis",1,7
Fungal Infection,15,35,35,11,12,20,Continuous Sneezing +  Shivering,"Allergy, Cervical Spondylosis, Typhoid",9,7
Allergy,8,33,11,45,12,20,Itching +  Skin Rash,"Drug Reaction, Osteoarthristis, Peptic Ulcer Diseae",1,7
Gerd,27,1,48,44,4,3,Itching +  Skin Rash,"Chicken Pox, Migraine, Dimorphic Hemmorhoids(Piles)",3,7
Chronic Cholestasis,15,42,53,29,21,0,Yellowish Skin +  Abdominal Pain,"Alcoholic Hepatitis, Hypothyroidism, Hepatitis D",2,7
Drug Reaction,15,35,44,5,28,20,Joint Pain +  Vomiting,"Hepatitis E, Diabetes , Hepatitis B",5,7
Peptic Ulcer Diseae,29,19,29,0,26,16,Headache +  Chest Pain,"Hypertension , Arthritis, Urinary Tract Infection",5,7
Aids,18,30,24,15,12,20,Fatigue +  Weight Gain,"Hypothyroidism, Chronic Cholestasis, Osteoarthristis",5,7
Diabetes,11,46,39,24,17,1,Skin Rash +  Chills,"Dengue, (Vertigo) Paroymsal  Positional Vertigo, Allergy",2,7
Gastroenteritis,29,38,16,10,12,20,Vomiting +  Yellowish Skin,"Alcoholic Hepatitis, Hypothyroidism, Urinary Tract Infection",6,7
Bronchial Asthma,11,11,24,4,10,19,Skin Rash +  Joint Pain,"Psoriasis, Drug Reaction, Varicose Veins",5,7
Hypertension,12,8,19,26,19,20,Vomiting +  Sunken Eyes,"Gastroenteritis, Gerd, Hepatitis C",7,7
Migraine,0,19,23,3,9,25,Fatigue +  Weight Gain,"Hypothyroidism, Migraine, Malaria",5,7
Cervical Spondylosis,1,43,34,13,22,20,Stomach Pain +  Acidity,"Gerd, Aids, Jaundice",5,7
Paralysis (Brain Hemorrhage),29,17,51,1,12,20,Stomach Pain +  Ulcers On Tongue,"Gerd, Aids, Paralysis (Brain Hemorrhage)",4,7
Jaundice,15,42,21,46,13,31,Skin Rash +  High Fever,"Impetigo, Paralysis (Brain Hemorrhage), Fungal Infection",9,7
Malaria,6,42,24,40,12,20,Vomiting +  Sunken Eyes,"Gastroenteritis, Acne, Hepatitis A",9,7
Chicken Pox,15,35,21,24,13,12,Skin Rash +  High Fever,"Impetigo, Common Cold, Hepatitis E",4,7
Dengue,25,9,26,44,11,13,Skin Rash +  Joint Pain,"Psoriasis, Hypertension , Jaundice",1,7
Typhoid,6,42,21,19,12,20,Headache +  Nausea,"(Vertigo) Paroymsal  Positional Vertigo, Pneumonia, Hypoglycemia",5,7
Hepatitis A,16,42,53,9,24,17,Skin Rash +  High Fever,"Impetigo, Gastroenteritis, Pneumonia",5,7
Hepatitis B,15,15,28,49,5,17,Joint Pain +  Vomiting,"Hepatitis E, Arthritis, Varicose Veins",1,7
Hepatitis C,11,47,33,25,36,9,Joint Pain +  Vomiting,"Hepatitis D, Hypothyroidism, Common Cold",5,7
Hepatitis D,16,42,21,49,5,20,Itching +  Skin Rash,"Fungal Infection, Drug Reaction, Psoriasis",6,7
Hepatitis E,16,42,21,19,37,5,Skin Rash +  Pus Filled Pimples,"Acne, Chronic Cholestasis, Diabetes",5,7
Alcoholic Hepatitis,29,47,0,42,7,14,Itching +  Vomiting,"Chronic Cholestasis, Hypoglycemia, Dengue",4,7
Tuberculosis,6,42,21,46,4,13,Itching +  Fatigue,"Hepatitis B, Drug Reaction, Migraine",6,7
Common Cold,8,9,21,8,13,12,Skin Rash +  Blister,"Impetigo, Hepatitis E",0,7
Pneumonia,6,15,14,19,2,26,Skin Rash +  Pus Filled Pimples,"Acne, (Vertigo) Paroymsal  Positional Vertigo, Cervical Spondylosis",8,7
Dimorphic Hemmorhoids(Piles),7,28,37,2,18,20,Chills +  Vomiting,"Malaria, Jaundice, Typhoid",8,7
Heart Attack,29,6,45,6,12,20,Burning Micturition +  Bladder Discomfort,"Urinary Tract Infection, Dengue, Peptic Ulcer Diseae",0,7
Varicose Veins,11,12,8,30,33,28,Skin Rash +  High Fever,"Impetigo, Osteoarthristis, Hepatitis E",6,7
Hypothyroidism,11,45,12,27,20,8,Joint Pain +  Vomiting,"Hepatitis E, Typhoid, Bronchial Asthma",2,7
Hyperthyroidism,11,24,52,34,30,7,Chills +  Fatigue,"Pneumonia, Tuberculosis, Hepatitis D",1,7
Hypoglycemia,29,15,2,40,12,20,Vomiting +  Headache,"Paralysis (Brain Hemorrhage), Dimorphic Hemmorhoids(Piles), Pneumonia",3,7
Osteoarthristis,16,26,27,20,31,22,Itching +  Lethargy,"Hepatitis B, Cervical Spondylosis, Typhoid",7,7
Arthritis,19,36,46,28,25,20,Vomiting +  Dehydration,"Gastroenteritis, Impetigo",5,7
(Vertigo) Paroymsal  Positional Vertigo,29,17,33,38,22,29,Continuous Sneezing +  Chills,"Common Cold, Varicose Veins, Impetigo",5,7
Acne,25,31,3,35,12,20,Back Pain +  Weakness In Limbs,"Cervical Spondylosis, Urinary Tract Infection, Migraine",0,7
Urinary Tract Infection,4,4,22,7,12,20,Fatigue +  Cough,"Bronchial Asthma, Hyperthyroidism, Psoriasis",4,7
Psoriasis,25,20,42,36,27,15,Joint Pain +  Vomiting,"Hepatitis A, Urinary Tract Infection, Heart Attack",5,7
Impetigo,25,18,4,33,35,20,Vomiting +  Sunken Eyes,"Gastroenteritis, Hepatitis B, Chicken Pox",5,7
Fungal Infection,15,35,35,11,12,20,Vomiting +  Headache,"(Vertigo) Paroymsal  Positional Vertigo, Bronchial Asthma, Chicken Pox",6,7
Allergy,8,33,11,45,12,20,Skin Rash +  Joint Pain,"Psoriasis, Hepatitis B, Hepatitis A",0,7
Gerd,27,1,48,44,4,3,Chills +  Vomiting,"Typhoid, Alcoholic Hepatitis, (Vertigo) Paroymsal  Positional Vertigo",6,7
Chronic Cholestasis,15,42,53,29,21,0,Chills +  Vomiting,"Typhoid, Psoriasis, Fungal Infection",4,7
Drug Reaction,15,35,44,5,28,20,Vomiting +  Yellowish Skin,"Alcoholic Hepatitis, Diabetes , Drug Reaction",0,7
Peptic Ulcer Diseae,29,19,29,0,26,16,Vomiting +  Headache,"Paralysis (Brain Hemorrhage), Chronic Cholestasis, Gerd",4,7
Aids,18,30,24,15,12,20,Fatigue +  Cramps,"Varicose Veins, Hepatitis A, Impetigo",2,7
Diabetes,11,46,39,24,17,1,Joint Pain +  Vomiting,"Hepatitis D, Hyperthyroidism, Migraine",5,7
Gastroenteritis,29,38,16,10,12,20,Muscle Weakness +  Stiff Neck,"Arthritis, Hypothyroidism, Malaria",4,7
Bronchial Asthma,11,11,24,4,10,19,Vomiting +  Breathlessness,"Heart Attack, Hepatitis D, Pneumonia",8,7
Hypertension,12,8,19,26,19,20,Fatigue +  Weight Gain,"Hypothyroidism, Typhoid, Gerd",5,7
Migraine,0,19,23,3,9,25,Vomiting +  Indigestion,"Peptic Ulcer Diseae, Pneumonia, Bronchial Asthma",7,7
Cervical Spondylosis,1,43,34,13,22,20,Muscle Wasting +  High Fever,"Aids, Common Cold, Hepatitis E",9,7
Paralysis (Brain Hemorrhage),29,17,51,1,12,20,Itching +  Vomiting,"Chronic Cholestasis, Impetigo, Hepatitis B",1,7
Jaundice,15,42,21,46,13,31,Fatigue +  Mood Swings,"Hyperthyroidism, Bronchial Asthma, Psoriasis",1,7
Malaria,6,42,24,40,12,20,Itching +  Skin Rash,"Chicken Pox, Psoriasis, Dimorphic Hemmorhoids(Piles)",2,7
Chicken Pox,15,35,21,24,13,12,Acidity +  Indigestion,"Migraine, Paralysis (Brain Hemorrhage), Diabetes",1,7
Dengue,25,9,26,44,11,13,Vomiting +  Sunken Eyes,"Gastroenteritis, Hypertension , Tuberculosis",0,7
Typhoid,6,42,21,19,12,20,Chills +  Vomiting,"Typhoid, Hypoglycemia, Common Cold",8,7
Hepatitis A,16,42,53,9,24,17,Skin Rash +  Chills,"Dengue, Urinary Tract Infection, Alcoholic Hepatitis",5,7
Hepatitis B,15,15,28,49,5,17,Stiff Neck +  Swelling Joints,"Arthritis, Urinary Tract Infection, Hypertension",1,7
Hepatitis C,11,47,33,25,36,9,Muscle Wasting +  Patches In Throat,"Aids, Hepatitis C, Gerd",7,7
Hepatitis D,16,42,21,49,5,20,Fatigue +  Yellowish Skin,"Hepatitis C, Cervical Spondylosis, Tuberculosis",5,7
Hepatitis E,16,42,21,19,37,5,Vomiting +  High Fever,"Malaria, Aids, Hepatitis B",6,7
Alcoholic Hepatitis,29,47,0,42,7,14,Itching +  Fatigue,"Hepatitis B, Migraine, Cervical Spondylosis",5,7
Tuberculosis,6,42,21,46,4,13,Chills +  Fatigue,"Pneumonia, Varicose Veins, Hypertension",1,7
Common Cold,8,9,21,8,13,12,Chills +  Vomiting,"Tuberculosis, Urinary Tract Infection, Impetigo",6,7
Pneumonia,6,15,14,19,2,26,Itching +  Skin Rash,"Chicken Pox, Dengue, Varicose Veins",5,7
Dimorphic Hemmorhoids(Piles),7,28,37,2,18,20,Back Pain +  Neck Pain,"Cervical Spondylosis, Drug Reaction, Hypothyroidism",1,7
Heart Attack,29,6,45,6,12,20,Itching +  Fatigue,"Hepatitis B, Bronchial Asthma, Pneumonia",4,7
Varicose Veins,11,12,8,30,33,28,Joint Pain +  Vomiting,"Hepatitis D, Hyperthyroidism, Alcoholic Hepatitis",6,7
Hypothyroidism,11,45,12,27,20,8,Itching +  Skin Rash,"Fungal Infection, Diabetes , Allergy",7,7
Hyperthyroidism,11,24,52,34,30,7,Weight Gain +  Cold Hands And Feets,"Hypothyroidism, Tuberculosis, Gerd",1,7
Hypoglycemia,29,15,2,40,12,20,Chills +  Fatigue,"Pneumonia, Hyperthyroidism, Impetigo",0,7
Osteoarthristis,16,26,27,20,31,22,Itching +  Skin Rash,"Chicken Pox, Psoriasis, Chronic Cholestasis",5,7
Arthritis,19,36,46,28,25,20,Chills +  Vomiting,"Tuberculosis, Cervical Spondylosis, Alcoholic Hepatitis",7,7
(Vertigo) Paroymsal  Positional Vertigo,29,17,33,38,22,29,Constipation +  Pain During Bowel Movements,"Dimorphic Hemmorhoids(Piles), Pneumonia, Hypertension",3,7
Acne,25,31,3,35,12,20,Itching +  Vomiting,"Jaundice, Impetigo, Hepatitis D",8,7
Urinary Tract Infection,4,4,22,7,12,20,Fatigue +  Weight Loss,"Diabetes , Hypertension , Aids",4,7
Psoriasis,25,20,42,36,27,15,Itching +  Vomiting,"Jaundice, Urinary Tract Infection, Impetigo",6,7
Impetigo,25,18,4,33,35,20,Fatigue +  Weight Loss,"Diabetes , Allergy, Dengue",4,7
Fungal Infection,15,35,35,11,12,20,Indigestion +  Headache,"Migraine, Dimorphic Hemmorhoids(Piles), Dengue",4,7
Allergy,8,33,11,45,12,20,Constipation +  Pain During Bowel Movements,"Dimorphic Hemmorhoids(Piles), Gerd, Impetigo",1,7
Gerd,27,1,48,44,4,3,Vomiting +  Indigestion,"Peptic Ulcer Diseae, Heart Attack, Varicose Veins",0,7
Chronic Cholestasis,15,42,53,29,21,0,Muscle Wasting +  High Fever,"Aids, Paralysis (Brain Hemorrhage), Alcoholic Hepatitis",7,7
Drug Reaction,15,35,44,5,28,20,Vomiting +  Yellowish Skin,"Alcoholic Hepatitis, Paralysis (Brain Hemorrhage), Peptic Ulcer Diseae",7,7
Peptic Ulcer Diseae,29,19,29,0,26,16,Headache +  Chest Pain,"Hypertension , Migraine, Urinary Tract Infection",6,7
Aids,18,30,24,15,12,20,Weakness In Limbs +  Neck Pain,"Cervical Spondylosis, Allergy, Aids",0,7
Diabetes,11,46,39,24,17,1,Fatigue +  Yellowish Skin,"Hepatitis C, Hepatitis E, Hypertension",5,7
Gastroenteritis,29,38,16,10,12,20,Chills +  Vomiting,"Typhoid, Hypoglycemia, Malaria",1,7
Bronchial Asthma,11,11,24,4,10,19,Itching +  Skin Rash,"Chicken Pox, Dimorphic Hemmorhoids(Piles), Aids",4,7
Hypertension,12,8,19,26,19,20,Chills +  Vomiting,"Typhoid, Jaundice, Impetigo",1,7
Migraine,0,19,23,3,9,25,Acidity +  Indigestion,"Migraine, Hypothyroidism, Hyperthyroidism",5,7
Cervical Spondylosis,1,43,34,13,22,20,Joint Pain +  Neck Pain,"Osteoarthristis, Hepatitis B, Jaundice",4,7
Paralysis (Brain Hemorrhage),29,17,51,1,12,20,Joint Pain +  Vomiting,"Hepatitis D, Hepatitis E, Hepatitis C",4,7
